ID	compound	source	formula
13299	31901	KEGG COMPOUND	C12H18N2O2.C6H8O7
13300	7551	KEGG COMPOUND	C26H29N3O6.HCl
13302	31903	KEGG COMPOUND	C29H24N4O8
13303	31904	KEGG COMPOUND	C34H32N4O9
13306	31907	KEGG COMPOUND	C6H7NO.C4H6O6
13307	31908	KEGG COMPOUND	C39H63NO14
13308	31909	KEGG COMPOUND	C19H27N5O5.HCl
13309	31910	KEGG COMPOUND	C17H16N4O2
13310	31911	KEGG COMPOUND	C19H19N3O6
13312	7576	KEGG COMPOUND	C9H13ClN6O2.HCl
13313	31913	KEGG COMPOUND	C5H11Cl2NO.HCl
13314	31914	KEGG COMPOUND	C21H21ClN4O3.C4H4O4
13317	31917	KEGG COMPOUND	C20H15NO4
13318	31918	KEGG COMPOUND	C8H12NO2.Cl
13319	31919	KEGG COMPOUND	C16H19NO3
13320	31920	KEGG COMPOUND	C15H17NO3
13321	7641	KEGG COMPOUND	C19H21N.HCl
13323	29657	KEGG COMPOUND	C51H43N13O12S6
13324	31921	KEGG COMPOUND	C29H32ClNO10
13325	31922	KEGG COMPOUND	C28H30ClNO10
13327	31924	KEGG COMPOUND	C31H35N2O11.Na
13328	31925	KEGG COMPOUND	C19H26NO2.Cl
13331	31928	KEGG COMPOUND	C19H25NO4
13332	31929	KEGG COMPOUND	C26H28N2O5
13333	31930	KEGG COMPOUND	C23H36N4O5S3
13334	7726	KEGG COMPOUND	C49H66N10O10S2.2C2H4O2
13335	31931	KEGG COMPOUND	2C17H27Cl2N5.2HCl.H2O
13336	31932	KEGG COMPOUND	C29H30N6O6
13337	31933	KEGG COMPOUND	C21H23NO3.HCl
13338	31934	KEGG COMPOUND	C17H18N3O3S.Na
13339	31935	KEGG COMPOUND	C20H17Cl3N2O2.HNO3
13340	7774	KEGG COMPOUND	C18H19N3O.HCl.2H2O
13341	31936	KEGG COMPOUND	C23H29N3O.2HCl
13342	31937	KEGG COMPOUND	C23H38O6
13343	31938	KEGG COMPOUND	C13H11NO3
13344	31939	KEGG COMPOUND	C19H28N4O5S2
13345	31940	KEGG COMPOUND	C26H38O4
13346	31941	KEGG COMPOUND	C6H14N2.C2O4.Pt
13347	31942	KEGG COMPOUND	C22H34NO2.I
13349	31944	KEGG COMPOUND	C18H17ClN2O2
13350	31945	KEGG COMPOUND	C20H34NO3.C6H7O7
13351	31946	KEGG COMPOUND	C20H30O2
13352	31947	KEGG COMPOUND	C28H41N3O3
13353	31948	KEGG COMPOUND	C17H15NO3
13354	31949	KEGG COMPOUND	C15H23NO3.HCl
13356	7859	KEGG COMPOUND	C18H21NO4.HCl
13357	31950	KEGG COMPOUND	C19H23NO3.HCl
13359	31951	KEGG COMPOUND	C19H27NO4
13360	7866	KEGG COMPOUND	C17H19NO4.HCl
13361	31952	KEGG COMPOUND	C23H29N3O2
13362	7869	KEGG COMPOUND	C20H28N2O3.HCl
13363	31953	KEGG COMPOUND	C22H25N2O9.Cl
13364	31954	KEGG COMPOUND	C13H12N2O2.HCl
13366	31956	KEGG COMPOUND	C20H16O7
13367	31957	KEGG COMPOUND	C25H24N2O4S
13368	31958	KEGG COMPOUND	C16H17NO4
13370	31960	KEGG COMPOUND	C11H23NO4
13372	31961	KEGG COMPOUND	C18H23NO4
13374	31963	KEGG COMPOUND	C24H31FO6
13376	31964	KEGG COMPOUND	C16H15FN2O4
13377	31965	KEGG COMPOUND	C24H23O13
13378	31966	KEGG COMPOUND	C36H37O18
13379	31967	KEGG COMPOUND	C21H21O10
13380	31968	KEGG COMPOUND	C27H31O14
13381	31969	KEGG COMPOUND	C33H41O19
13382	31970	KEGG COMPOUND	C16H18O3
13383	31971	KEGG COMPOUND	C10H7KN6O
13384	31972	KEGG COMPOUND	C13H18F3N3O4S2
13386	31974	KEGG COMPOUND	C37H49N7O9S
13388	31975	KEGG COMPOUND	C63H87N13O19S2
13391	31978	KEGG COMPOUND	C20H25N3S.2C3H4O4
13392	31979	KEGG COMPOUND	C20H25N3S.C4H4O4
13395	31982	KEGG COMPOUND	2C16H20N2O2.C6H8O7
13396	31983	KEGG COMPOUND	C19H21N3
13397	31984	KEGG COMPOUND	C15H21NO2.HCl
13399	31986	KEGG COMPOUND	C18H11NO4
13401	31988	KEGG COMPOUND	C10H12O2
13402	31989	KEGG COMPOUND	C11H14N2O2
13403	31990	KEGG COMPOUND	C16H20N2.C4H4O4
13404	8068	KEGG COMPOUND	C11H15NO.HCl
13405	31991	KEGG COMPOUND	C19H14O5S
13406	31992	KEGG COMPOUND	C10H13NO2
13408	31993	KEGG COMPOUND	C12H16N2O2
13409	31994	KEGG COMPOUND	C17H21IO2
13410	31995	KEGG COMPOUND	C9H12O
13411	31996	KEGG COMPOUND	C9H13NO.HCl
13412	31997	KEGG COMPOUND	C4H12NO4P
13415	46961	KEGG COMPOUND	C18H39NO3
13418	32001	KEGG COMPOUND	C17H24N2O.HCl
13419	32002	KEGG COMPOUND	C23H40O5
13421	8229	KEGG COMPOUND	C19H20N2O3S.HCl
13423	32005	KEGG COMPOUND	C14H17N5O3.3H2O
13426	32006	KEGG COMPOUND	C4H10N2.H2O.H3O4P
13427	32007	KEGG COMPOUND	C21H25NO2.HCl
13428	32008	KEGG COMPOUND	C21H26NO3.Cl
13429	32009	KEGG COMPOUND	C18H21NO.HCl
13430	32010	KEGG COMPOUND	C6H10N2O2
13431	32011	KEGG COMPOUND	C32H37NO12
13432	32012	KEGG COMPOUND	C12H20N2O3.2HCl
13433	32013	KEGG COMPOUND	C16H8N2O5
13435	32015	KEGG COMPOUND	C17H18N2O5S
13437	32017	KEGG COMPOUND	C22H30N2O.HCl
13438	32018	KEGG COMPOUND	C22H25N.HCl
13442	32022	KEGG COMPOUND	C20H32O6
13444	32024	KEGG COMPOUND	C9H11N4O3Zn
13445	32025	KEGG COMPOUND	C16H36N2O6(C6H12N.Cl)n.2Cl
13446	32026	KEGG COMPOUND	(C3H6O.C2H4O)n
13448	32028	KEGG COMPOUND	(C4H6O2)n
13449	32029	KEGG COMPOUND	C2H3O2.K
13450	32030	KEGG COMPOUND	Br.K
13451	131527	KEGG COMPOUND	HO4P.2K
13452	32032	KEGG COMPOUND	C6H11O7.K
13455	32035	KEGG COMPOUND	HKO
13456	32036	KEGG COMPOUND	O4S.2K
13460	8358	KEGG COMPOUND	C17H27NO3.HCl
13461	32039	KEGG COMPOUND	C26H19FN4O2
13462	32040	KEGG COMPOUND	C15H13NO3
13465	32042	KEGG COMPOUND	C36H50O6
13466	32043	KEGG COMPOUND	C36H50O6
13468	32045	KEGG COMPOUND	C18H10N2O4
13469	32046	KEGG COMPOUND	C27H28O12
13471	32048	KEGG COMPOUND	C41H52O18
13473	32050	KEGG COMPOUND	C53H72O24
13474	32051	KEGG COMPOUND	C21H18O9
13475	32052	KEGG COMPOUND	C22H28N.Br
13477	32054	KEGG COMPOUND	C25H33NO6
13480	8431	KEGG COMPOUND	C13H20N2O2.HCl
13481	32056	KEGG COMPOUND	C16H22N2O3.HCl
13487	32059	KEGG COMPOUND	C17H20N2S.C7H7ClN4O2
13489	32060	KEGG COMPOUND	C6H10Ge2O7
13490	32061	KEGG COMPOUND	C15H22N4O3
13491	32062	KEGG COMPOUND	C18H21N2O5S.K
13492	8492	KEGG COMPOUND	C20H24N2OS.HCl
13493	8494	KEGG COMPOUND	C23H29NO3.HCl
13497	32064	KEGG COMPOUND	C10H11I2NO3
13498	32065	KEGG COMPOUND	C30H42O8
13499	32066	KEGG COMPOUND	C9H12N2S
13500	32067	KEGG COMPOUND	C17H17NO3S
13501	32068	KEGG COMPOUND	C35H45NO10
13502	32069	KEGG COMPOUND	C17H25N3O.C6H8O7
13503	32070	KEGG COMPOUND	C10H14N4O3
13504	32071	KEGG COMPOUND	C21H20FN3O6S
13505	32072	KEGG COMPOUND	C9H15NO3
13506	32073	KEGG COMPOUND	C30H49N8O18P3S
13508	32074	KEGG COMPOUND	C16H19NO4
13509	8642	KEGG COMPOUND	C22H29N7O5.2HCl
13510	32075	KEGG COMPOUND	C11H15N3O4
13511	32076	KEGG COMPOUND	C10H8N2O2S2Zn
13520	8714	KEGG COMPOUND	C25H30N2O5.HCl
13521	32085	KEGG COMPOUND	C23H28N2O4
13522	32086	KEGG COMPOUND	C19H14O6
13524	32087	KEGG COMPOUND	C21H21FN2O4S
13525	29670	KEGG COMPOUND	C119H154ClN21O40
13526	32088	KEGG COMPOUND	C17H17N3O.HCl
13527	32089	KEGG COMPOUND	C10H18ClN3O7
13529	32090	KEGG COMPOUND	C19H15ClN2O4
13530	15823	KEGG COMPOUND	C29H38N5O18P
13532	32092	KEGG COMPOUND	C20H21NO5
13533	32093	KEGG COMPOUND	C33H38N2O8
13537	32097	KEGG COMPOUND	C33H44N4O10
13538	32098	KEGG COMPOUND	C17H20N4NaO9P.2H2O
13540	32099	KEGG COMPOUND	C35H45NO11
13541	32100	KEGG COMPOUND	C21H20Cl2N6O3.HCl.2H2O
13542	8865	KEGG COMPOUND	C12H21N.HCl
13543	32101	KEGG COMPOUND	C16H21NO4S
13544	32102	KEGG COMPOUND	C17H21NO3.HCl
13545	32103	KEGG COMPOUND	C42H69NO15
13548	32106	KEGG COMPOUND	C43H78N6O13
13549	8889	KEGG COMPOUND	C16H24N2O.HCl
13552	32107	KEGG COMPOUND	C19H28N2O4.HCl
13553	32108	KEGG COMPOUND	HORb
13554	32109	KEGG COMPOUND	C41H76N2O15
13558	32113	KEGG COMPOUND	C11H16N2O2.HCl
13560	9016	KEGG COMPOUND	C12H12As2N2O2.2HCl
13561	32115	KEGG COMPOUND	C42H41O24
13562	32116	KEGG COMPOUND	C23H24NO5
13563	32117	KEGG COMPOUND	C16H19NO3
13564	32118	KEGG COMPOUND	C22H20NO5
13565	32119	KEGG COMPOUND	C23H18N2O5
13567	32121	KEGG COMPOUND	C38H50N6O5.CH4O3S
13568	32122	KEGG COMPOUND	C24H31NO6.HCl
13571	9087	KEGG COMPOUND	C13H17N.HCl
13573	32125	KEGG COMPOUND	C45H75O16.Na
13574	32126	KEGG COMPOUND	C22H26O4
13576	32127	KEGG COMPOUND	(C3H7N.C3H5ClO.HCl)n
13577	32128	KEGG COMPOUND	C22H30O3
13579	32129	KEGG COMPOUND	Ag.F.2H3N
13581	32131	KEGG COMPOUND	C23H26Cl2O6
13585	32133	KEGG COMPOUND	C20H21N2O7S.4H2O.Na
13588	32136	KEGG COMPOUND	C22H34N4O10
13589	32137	KEGG COMPOUND	C15H17O3S.Na
13590	32138	KEGG COMPOUND	C2H3O2.Na.3H2O
13591	32139	KEGG COMPOUND	CHO3.Na
13593	32141	KEGG COMPOUND	CO3.2Na.10H2O
13596	32143	KEGG COMPOUND	C18H19O5S.Na
13597	32144	KEGG COMPOUND	C6H9O7.Na
13598	32145	KEGG COMPOUND	HNaO
13600	32147	KEGG COMPOUND	C18H13NO8S2.2Na
13601	32148	KEGG COMPOUND	C19H27O5S.2H2O.Na
13602	32149	KEGG COMPOUND	O4S.2Na
13603	32150	KEGG COMPOUND	2Na.O3S2.5H2O
13605	32151	KEGG COMPOUND	C23H26N2O2.C4H6O4
13606	32152	KEGG COMPOUND	C11H13BrN2O6
13614	32156	KEGG COMPOUND	C28H38O6
13615	32157	KEGG COMPOUND	C29H40O6
13616	32158	KEGG COMPOUND	2C21H39N7O12.3H2O4S
13621	32162	KEGG COMPOUND	C11H12N4O3S
13622	32163	KEGG COMPOUND	C12H14N4O3S
13623	32164	KEGG COMPOUND	C11H12N4O3S
13624	32165	KEGG COMPOUND	C7H10N2O2S.C7H9N3O2S2
13629	32169	KEGG COMPOUND	C13H16N3O4S.Na
13630	32170	KEGG COMPOUND	C25H30N4O9S2.C7H8O3S
13633	32172	KEGG COMPOUND	C16H26NO4S.C7H7O3S
13636	32175	KEGG COMPOUND	C35H42N2O11
13640	32178	KEGG COMPOUND	3Mg.4O3Si
13641	32179	KEGG COMPOUND	C10H15N3S.2HCl
13642	157598	KEGG COMPOUND	C17H23N7O5.4H2O
13643	32181	KEGG COMPOUND	C22H25NO3
13647	17864	KEGG COMPOUND	C26H45NO8S2
13648	32183	KEGG COMPOUND	C13H15N5O3
13650	32185	KEGG COMPOUND	C18H21NO5
13653	32188	KEGG COMPOUND	C8H9FN2O3
13654	32189	KEGG COMPOUND	C24H35NO3.HCl.H2O
13655	32190	KEGG COMPOUND	C23H28N2O5S2.HCl
13656	32191	KEGG COMPOUND	C16H18N4O3S
13660	32193	KEGG COMPOUND	C20H28N4O
13661	32194	KEGG COMPOUND	C20H27N.HCl
13662	32195	KEGG COMPOUND	C20H24O7S
13663	33217	KEGG COMPOUND	C15H12Br4O2
13664	9469	KEGG COMPOUND	C15H24N2O2.HCl
13665	32197	KEGG COMPOUND	C23H18O8
13666	32198	KEGG COMPOUND	C20H14O6
13667	32199	KEGG COMPOUND	C22H16O8
13668	32200	KEGG COMPOUND	C21H14O8
13669	9470	KEGG COMPOUND	C23H20O11
13670	32201	KEGG COMPOUND	C19H12O6
13671	32202	KEGG COMPOUND	C20H12O8
13672	32203	KEGG COMPOUND	C21H14O8
13674	32205	KEGG COMPOUND	C20H14O7
13675	32206	KEGG COMPOUND	C21H16O7
13676	32207	KEGG COMPOUND	C20H16O8
13677	32208	KEGG COMPOUND	C19H16O7
13678	32209	KEGG COMPOUND	C24H20O11
13681	9496	KEGG COMPOUND	C11H12N2S.HCl
13683	32212	KEGG COMPOUND	C19H12O4
13685	32214	KEGG COMPOUND	C7H8N4O2.C2H3O2.Na
13686	32215	KEGG COMPOUND	C12H15Cl2NO5S
13688	29692	KEGG COMPOUND	C49H51N13O8S6
13690	32218	KEGG COMPOUND	C22H30N4O2S2.2CH4O3S
13692	32219	KEGG COMPOUND	C16H22N4O.HCl
13693	32220	KEGG COMPOUND	C15H25N2O4S.Cl
13695	32222	KEGG COMPOUND	C15H18ClN3O3S.HCl
13699	32224	KEGG COMPOUND	C18H24NO2S.I
13700	32225	KEGG COMPOUND	C17H25N2O3.Cl
13701	32226	KEGG COMPOUND	C17H22NOS2.Br
13703	32228	KEGG COMPOUND	C17H20N2O2S.HCl
13704	32229	KEGG COMPOUND	C5H9NO3S
13706	32231	KEGG COMPOUND	C15H18NS2.C14H9O4
13708	32233	KEGG COMPOUND	C38H52N6O2.CH4O3S
13710	32234	KEGG COMPOUND	O2Ti
13711	9609	KEGG COMPOUND	C9H8ClN5S.HCl
13712	32235	KEGG COMPOUND	C27H30N2O6S
13713	32236	KEGG COMPOUND	C21H24N2O5
13714	32237	KEGG COMPOUND	C19H26O4.C4H11NO2
13715	32238	KEGG COMPOUND	2C33H53O5.Ca
13716	32239	KEGG COMPOUND	C35H53NO3
13717	32240	KEGG COMPOUND	C49H76O3
13718	32241	KEGG COMPOUND	C22H26N2O4
13719	9615	KEGG COMPOUND	C10H12N2.HCl
13720	32242	KEGG COMPOUND	C20H21NOS
13722	32244	KEGG COMPOUND	C16H23NO.HCl
13725	32247	KEGG COMPOUND	C15H22N2O3.HCl
13728	32249	KEGG COMPOUND	C8H15NO
13730	32251	KEGG COMPOUND	C13H17N3.HCl
13732	32253	KEGG COMPOUND	C15H12Cl2F4O2
13733	32254	KEGG COMPOUND	C10H15N5
13735	32255	KEGG COMPOUND	C16H22O6
13736	32256	KEGG COMPOUND	C29H34O6
13737	33218	KEGG COMPOUND	C15H13Br3O2
13740	9706	KEGG COMPOUND	C6H18N4.2HCl
13744	9721	KEGG COMPOUND	C20H31NO.HCl
13746	32261	KEGG COMPOUND	C22H30NO5.C4H3O4
13747	32262	KEGG COMPOUND	C14H22N2O3.2HCl
13748	32263	KEGG COMPOUND	C19H42N.C6Cl5O
13750	32264	KEGG COMPOUND	C16H20ClN3O3S
13752	32266	KEGG COMPOUND	C14H9NO2
13754	32268	KEGG COMPOUND	C6H12N4O9.2H3O4P
13757	32271	KEGG COMPOUND	C15H22N2O4
13759	32272	KEGG COMPOUND	C12H19ClNO.Cl
13761	32273	KEGG COMPOUND	C15H17I3NO3.Na
13764	32276	KEGG COMPOUND	C18H18F3NO2
13765	32277	KEGG COMPOUND	C16H12NO3
13766	32278	KEGG COMPOUND	C20H29N5O3
13767	32279	KEGG COMPOUND	C43H56O17
13768	32280	KEGG COMPOUND	C37H44O13
13769	32281	KEGG COMPOUND	C43H58O18
13770	32282	KEGG COMPOUND	C37H46O14
13771	32283	KEGG COMPOUND	C25H24O8
13772	32284	KEGG COMPOUND	C25H28O11
13775	32287	KEGG COMPOUND	C21H24N3O7S.Cl
13776	9919	KEGG COMPOUND	C13H20N6O4.HCl
13777	32288	KEGG COMPOUND	C19H32NO2.Br
13778	9932	KEGG COMPOUND	C66H75Cl2N9O24.HCl
13779	32289	KEGG COMPOUND	C17H25NO3
13780	32290	KEGG COMPOUND	C17H16NO2
13781	32291	KEGG COMPOUND	C41H42N4O6.2HCl
13786	46971	KEGG COMPOUND	C15H24
13790	32297	KEGG COMPOUND	C22H26N2O2
13791	16954	KEGG COMPOUND	C21H20O10
13792	16631	KEGG COMPOUND	C27H30O15
13793	32298	KEGG COMPOUND	C27H30O14
13795	32300	KEGG COMPOUND	C10H21NO7
13797	32302	KEGG COMPOUND	C24H22F3N.HCl
13798	32303	KEGG COMPOUND	C15H22O4
13799	32304	KEGG COMPOUND	C15H22O3
13800	49957	KEGG COMPOUND	Xe
13801	32306	KEGG COMPOUND	C17H14O3S
13802	32307	KEGG COMPOUND	C12H20N4O7.(H2O)n
13804	32309	KEGG COMPOUND	C17H21NO3
13805	32310	KEGG COMPOUND	C16H19NO4
13807	32312	KEGG COMPOUND	O4S.Zn.7H2O
13808	32313	KEGG COMPOUND	2C11H19O2.Zn
13810	32315	KEGG COMPOUND	C17H17ClN6O3
13812	32317	KEGG COMPOUND	C14H22N4O9P2S
13813	32318	KEGG COMPOUND	C14H18O
13814	32319	KEGG COMPOUND	C13H20O
13815	32320	KEGG COMPOUND	C12H20O2
13816	32321	KEGG COMPOUND	C31H52O3
13817	32322	KEGG COMPOUND	C12H17NO3
13822	32325	KEGG COMPOUND	C13H20O
13824	32327	KEGG COMPOUND	C12H20O2
13826	32329	KEGG COMPOUND	C6H12O2
13827	32330	KEGG COMPOUND	C15H12O7
13828	32331	KEGG COMPOUND	C17H27N3O13P2
13829	32332	KEGG COMPOUND	C16H25N3O13P2
13831	32334	KEGG COMPOUND	C17H27N3O13P2
13834	32337	KEGG COMPOUND	C17H28N2O14P2
13835	32338	KEGG COMPOUND	C16H26N2O14P2
13838	32341	KEGG COMPOUND	C16H26N2O13P2
13839	32342	KEGG COMPOUND	C17H19NO4
13840	32343	KEGG COMPOUND	C17H19NO4
13843	32346	KEGG COMPOUND	C12H20O2
13844	32347	KEGG COMPOUND	C8H10ClN5
13845	32348	KEGG COMPOUND	C8H10IN3
13847	32350	KEGG COMPOUND	C10H21NO2
13848	10618	KEGG COMPOUND	C7H9N3.2HCl
13850	32352	KEGG COMPOUND	C9H10O2
13851	32353	KEGG COMPOUND	C10H14NO5P
13852	32354	KEGG COMPOUND	C6H6O4S
13853	32355	KEGG COMPOUND	C10H14O2
13854	29171	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13856	29168	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13857	29175	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13858	29174	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13859	29169	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13860	29173	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13861	29181	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13863	29183	KEGG COMPOUND	C15H21N5O10PR(C5H8O6PR)n
13864	32356	KEGG COMPOUND	C9H8O4
13865	32357	KEGG COMPOUND	C9H8O3
13866	38107	KEGG COMPOUND	C6H4O4
13867	31016	ChEBI	C30H59O
13870	15597	ChEBI	C3H3O9PS
13871	32360	ChEBI	C20H39O2
13872	32361	ChEBI	C9H17O2
13875	9254	ChEBI	C36H70MgO4
13876	45571	ChEBI	C7H14O2
13877	32362	ChEBI	C7H13O2
13878	32363	ChEBI	C7H13O
13880	32364	ChEBI	C7H9O6
13881	32365	ChEBI	C17H34O2
13882	32366	ChEBI	C17H33O2
13883	32367	ChEBI	C17H33O
13884	32368	ChEBI	C11H22O2
13885	32369	ChEBI	C11H21O2
13886	32370	ChEBI	C14H25O2
13887	32371	ChEBI	C14H25O
13888	15360	ChEBI	C5H5O4
13889	32372	ChEBI	C16H29O2
13890	25837	ChEBI	C16H29O
13891	15637	ChEBI	C20H21N7O7
13893	15636	ChEBI	C20H21N7O6
13894	15721	ChEBI	C7H15O10P
13895	15775	UM-BBD	C6H6O5
13896	32373	ChEBI	C9H7O3
13898	32375	ChEBI	C18H33O2
13899	32376	ChEBI	C18H33O
13900	32377	ChEBI	C18H33O2
13901	32378	ChEBI	C18H33O
13903	32379	UM-BBD	C6H4O4
13905	32380	ChEBI	C10H18O2
13906	32381	ChEBI	C10H18O2
13907	24996	ChEBI	C3H5O3
13908	32382	ChEBI	C8H7O3
13909	16004	ChEBI	C3H5O3
13910	16651	ChEBI	C3H5O3
13911	43991	ChEBI	C3H5NO3
13913	32385	ChEBI	C13H10O2
13914	27544	ChEBI	C7H3Br2O3
13915	17756	ChEBI	C8H7O3
13916	16845	ChEBI	C7H7NO4
13917	16987	ChEBI	C6H8NO2
13918	32386	ChEBI	C18H31O
13919	29044	ChEBI	C7H5NO5
13920	17740	ChEBI	C3H5NO3
13922	32387	ChEBI	C18H29O2
13923	32388	ChEBI	C18H29O
13924	16068	ChEBI	C14H10O8
13925	32389	ChEBI	C18H28O2
13926	32390	ChEBI	C18H29O
13927	32391	ChEBI	C18H29O2
13928	11955	ChEBI	C4H8NO3
13929	32392	ChEBI	C24H45O2
13930	32393	ChEBI	C22H41O2
13931	32394	ChEBI	C22H41O
13932	32396	ChEBI	C6H12NO2
13933	32395	ChEBI	C20H31O2
13934	32397	ChEBI	C12H24O6
13935	16659	ChEBI	C3H5O4
13936	32399	ChEBI	C8H16O4
13937	32400	ChEBI	C6H12O3
13938	32401	ChEBI	C10H20O5
13939	32402	ChEBI	C6H4O2
13940	32403	ChEBI	C6H5O2S
13941	32404	ChEBI	C6H6O2S
13942	38100	ChEBI	C6H5O2S
13943	42429	ChEBI	C6H5F2NO2S
13944	42566	ChEBI	C6H5F2NO2S
13945	32408	ChEBI	C18H28O2
13946	32409	ChEBI	C18H28O2
13947	32410	ChEBI	C18H28O2
13948	32411	ChEBI	C18H28O2
13949	32412	ChEBI	PS
13950	32413	ChEBI	HPS
13951	32414	ChEBI	C18H27O2
13952	86025	ChEBI	C18H27O
13953	32416	ChEBI	C18H27O2
13954	32417	ChEBI	C18H27O
13956	32419	ChEBI	C20H38O2
13957	32420	ChEBI	C20H37O2
13958	32421	ChEBI	C20H37O
13959	32422	ChEBI	C20H38O2
13960	32423	ChEBI	C20H37O2
13961	32424	ChEBI	C20H37O
13962	32425	ChEBI	C20H38O2
13963	32426	ChEBI	C20H37O2
13964	32427	ChEBI	C20H37O
13965	32428	ChEBI	C22H42O2
13966	32429	ChEBI	C22H41O2
13967	32430	ChEBI	C22H41O
13968	32431	ChEBI	C3H6NO2
13969	32432	ChEBI	C3H8NO2
13970	14030	ChEBI	C18H29O2
13971	32433	ChEBI	C3H6NO
13972	32434	ChEBI	C3H6NO2
13973	23925	ChEBI	C15H24
13974	32435	ChEBI	C3H6NO2
13975	32436	ChEBI	C3H8NO2
13976	32437	ChEBI	C3H6NO
13977	32438	ChEBI	C3H6NO2
13978	32439	ChEBI	C3H6NO2
13979	32440	ChEBI	C3H8NO2
13980	32441	ChEBI	C3H5NO
13983	32442	ChEBI	C3H6NO2S
13984	32443	ChEBI	C3H5NO2S
13985	32444	ChEBI	C3H5NO2S
13986	32445	ChEBI	C3H8NO2S
13987	32447	ChEBI	C3H6NOS
13988	32448	ChEBI	C3H6NO2S
13989	32449	ChEBI	C3H6NO2S
13990	32450	ChEBI	C3H5NO2S
13991	32451	ChEBI	C3H8NO2S
13992	32452	ChEBI	C3H6NOS
13993	32453	ChEBI	C3H6NO2S
13995	32456	ChEBI	C3H6NO2S
13996	32457	ChEBI	C3H5NO2S
13997	32458	ChEBI	C3H8NO2S
13998	32459	ChEBI	C3H6NO2S
13999	32460	ChEBI	C3H5NOS
14000	32461	ChEBI	C3H4NOS
14001	32462	ChEBI	C4H6NO3
14002	48098	ChEBI	C4H6NO3
14003	32464	ChEBI	C4H5NO2
14004	32465	ChEBI	C4H6NO4
14005	32466	ChEBI	C4H6NO3
14006	32467	ChEBI	C4H6NO3
14007	32468	ChEBI	C4H5NO2
14008	32469	ChEBI	C4H6NO4
14009	32470	ChEBI	C4H5NO3
14010	32471	ChEBI	C4H4NO3
14011	31012	ChEBI	C8H16O5
14012	46855	ChEBI	C5H8NO3
14013	32474	ChEBI	C5H8NO3
14014	32475	ChEBI	C5H7NO2
14015	46854	ChEBI	C5H8NO4
14016	32478	ChEBI	C6H12O4
14017	32479	ChEBI	C5H8NO3
14018	32480	ChEBI	C5H8NO3
14020	32481	ChEBI	C5H7NO2
14021	32482	ChEBI	C5H8NO4
14022	32483	ChEBI	C5H7NO3
14023	32484	ChEBI	C5H6NO3
14024	32485	ChEBI	C6H12O3
14025	32486	ChEBI	C9H10NO2
14026	33982	ChEBI	C7H14O4
14027	49597	ChEBI	C9H10ClNO2
14028	32488	ChEBI	C7H12O6
14029	44964	ChEBI	C9H10INO2
14031	32494	ChEBI	C9H10NO2
14032	32487	ChEBI	C9H12NO2
14033	32495	ChEBI	C9H12NO2
14034	32496	ChEBI	C9H10NO
14035	32497	ChemIDplus	C2H5NS
14038	32500	ChEBI	C9H10NO
14039	32501	ChEBI	C9H10NO2
14040	32502	ChEBI	C9H10NO2
14041	32503	ChEBI	C9H9NO
14042	32504	ChEBI	C9H10NO2
14043	32505	ChEBI	C9H12NO2
14044	32506	ChemIDplus	C13H14N2
14045	32507	ChEBI	C2H6NO2
14046	32508	ChEBI	C2H4NO2
14047	32509	ChemIDplus	C14H14ClN3O2S
14048	32510	ChEBI	C6H8N3O2
14049	32511	ChEBI	C6H7N3O2
14050	32512	ChEBI	C6H11N3O2
14051	32513	ChEBI	C6H10N3O2
14052	32514	ChEBI	C6H8N3O
14053	32515	ChEBI	C6H8N3O2
14054	32516	ChEBI	C6H8N3O2
14055	32517	ChEBI	C6H8N3O2
14056	32491	ChemIDplus	C18H32O15
14057	32518	ChEBI	C6H8N3O2
14058	32519	ChEBI	C6H10O5
14059	32520	ChEBI	C6H8N3O2
14060	32521	ChEBI	C6H8N3O2
14061	32522	ChEBI	C6H8N3O
14062	32523	ChEBI	C6H8N3O2
14063	32524	ChEBI	C6H7N3O2
14064	32525	ChemIDplus	C12H23NO10
14065	32526	ChEBI	C6H10N3O2
14066	32527	ChEBI	C6H11N3O2
14067	32528	ChemIDplus	C12H22O11
14068	32529	ChEBI	C6H8N3O2
14069	32530	ChEBI	C6H7N3O2
14070	32531	ChEBI	C6H10N3O2
14071	32532	ChEBI	C6H11N3O2
14072	32533	ChEBI	C6H8N3O2
14073	32534	ChEBI	C6H8N3O2
14074	32535	ChEBI	C6H7N3O
14075	32536	ChEBI	C6H8N3O
14076	32538	ChEBI	C6H14N2O3
14077	32540	ChEBI	C8H17NO3
14078	32541	ChEBI	C8H17NO2
14079	32542	ChEBI	C7H15NO4
14080	32544	ChEBI	C6H4NO2
14081	50415	ChEBI	C6H7N
14082	39922	ChEBI	C6H7N
14083	32547	ChEBI	C6H7N
14084	32548	ChEBI	C7H9N
14085	32549	ChEBI	C40H56
14086	32550	ChEBI	C6H13N2O2
14087	32551	ChEBI	C6H15N2O2
