ID	compound	source	formula
2125480	107619	LINCS	C23H16FN3O3
2125483	107620	LINCS	C17H12ClN5OS
2125487	107621	LINCS	C17H17N3O2
2125490	107622	LINCS	C19H23N7O2S2
2125493	107623	LINCS	C20H16N2O4
2125497	107624	LINCS	C17H22N2O3
2125500	107625	LINCS	C10H11NO4
2125501	107626	LINCS	C20H22N4O2
2125506	107627	LINCS	C15H17N3O3
2125509	107628	LINCS	C20H28N4O3
2125512	107629	LINCS	C17H14N2OS
2125515	107630	LINCS	C19H17N5
2125518	107631	LINCS	C17H20N4O2
2125520	107632	LINCS	C25H22O8
2125523	107633	LINCS	C22H37NO5
2125527	107634	LINCS	C20H22O7
2125528	107635	LINCS	C11H10O6
2125532	107636	LINCS	C10H8O3
2125535	107637	LINCS	C27H32O14
2125537	107638	LINCS	C17H17N3O3
2125541	107639	LINCS	C18H14Cl2O7
2125544	107640	LINCS	C19H27N3O3
2125547	107641	LINCS	C9H11ClN4O2
2125550	107642	LINCS	C10H6N2O
2125554	107643	LINCS	C29H37N3O6
2125557	8049	LINCS	C9H10N2O2
2125562	107645	LINCS	C16H13NO4S
2125566	107646	LINCS	C9H6ClNO2
2125567	107647	LINCS	C19H26Cl2N2O
2125570	107648	LINCS	C32H28O8
2125574	107649	LINCS	C17H14O4
2125578	107650	LINCS	C18H20O6
2125579	107651	LINCS	C18H23NS
2125584	107652	LINCS	C27H37N3O
2125586	107653	LINCS	C13H15NO2S
2125589	107654	LINCS	C17H26INO3
2125592	107655	LINCS	C22H37NO2
2125594	107656	LINCS	C21H18O6
2125599	107657	LINCS	C17H14O4
2125600	107658	LINCS	C17H14O6
2125605	107659	LINCS	C30H31F2N3O2
2125606	107660	LINCS	C10H5Cl2NO3
2125611	107661	LINCS	C19H20N2O2
2125612	107662	LINCS	C11H10O3
2125616	107663	LINCS	C17H14O4
2125619	107664	LINCS	C20H28O6
2125623	107665	LINCS	C8H8O3
2125625	107666	LINCS	C12H13ClN2O2S
2125628	107667	LINCS	C10H8O4
2125632	107668	LINCS	C10H12N4O2S2
2125635	107669	LINCS	C13H13NO2
2125636	107670	LINCS	C19H22N2O3
2125639	107671	LINCS	C18H14ClNO3
2125642	107672	LINCS	C19H19N3O4S
2125645	107673	LINCS	C23H25N3O2
2125648	107674	LINCS	C22H19ClN2O3S
2125652	107675	LINCS	C21H24FN5O2S
2125655	107676	LINCS	C20H22BrN3O3
2125659	107677	LINCS	C23H19N3O3
2125661	107678	LINCS	C10H15N3O2S2
2125665	107679	LINCS	C16H18N2O4S
2125668	107680	LINCS	C19H19N3O2S
2125669	107681	LINCS	C20H22N2O6
2125674	107682	LINCS	C26H22N4O3S
2125676	107683	LINCS	C21H26N4O5S
2125680	107684	LINCS	C16H18N4O2S
2125683	107685	LINCS	C22H26N4O3S2
2125686	107686	LINCS	C19H22N2OS2
2125687	107687	LINCS	C23H16Cl2N4O3
2125692	107688	LINCS	C18H17N3O2
2125694	107689	LINCS	C22H19NO6
2125696	107690	LINCS	C15H11F4N3O2S
2125700	107691	LINCS	C16H18N2O4
2125704	107692	LINCS	C15H17NO4S
2125707	107693	LINCS	C22H21N7
2125709	107694	LINCS	C22H18N2O4
2125713	107695	LINCS	C18H22N2O3S2
2125716	107696	LINCS	C15H11N3O2S
2125719	107697	LINCS	C24H32N4O4S
2125722	107698	LINCS	C22H21BrN4O2
2125725	107699	LINCS	C16H18N2O5S
2125727	107700	LINCS	C22H25N5O
2125731	107701	LINCS	C27H27N3O4
2125734	107702	LINCS	C10H10N2O3S
2125736	107703	LINCS	C13H16N4O4S
2125739	107704	LINCS	C18H22N2O4S2
2125741	107705	LINCS	C19H20Cl2N2O3
2125744	107706	LINCS	C12H9N3O2
2125748	107707	LINCS	C15H13NO5
2125752	107708	LINCS	C18H17ClN2O7S
2125755	107709	LINCS	C17H15Cl2N3O4
2125758	107710	LINCS	C25H27N5O3S
2125759	107711	LINCS	C17H24BrNO2
2125763	107712	LINCS	C19H21NO5
2125766	107713	LINCS	C12H9N5
2125769	107714	LINCS	C25H28N2O5S
2125772	107715	LINCS	C15H18N2OS2
2125775	107716	LINCS	C20H18N2O5
2125777	107717	LINCS	C15H11ClN2S
2125782	107718	LINCS	C19H18N4O2
2125785	107719	LINCS	C17H15ClN2O4S
2125786	107720	LINCS	C12H12N2O3S2
2125790	107721	LINCS	C13H16N2OS2
2125793	107722	LINCS	C19H15N5O3
2125795	107723	LINCS	C25H27N5O4
2125799	107724	LINCS	C21H21N3O
2125806	107727	LINCS	C16H17NOS
2125809	107728	LINCS	C13H14N2O5S
2125811	107729	LINCS	C17H21N3O3
2125814	107730	LINCS	C23H21ClN4O5S
2125816	107731	LINCS	C21H23N3O3
2125819	107732	LINCS	C16H19ClFN3O2
2125824	107733	LINCS	C13H12FN7O2
2125825	107734	LINCS	C21H18BrFN2O4S
2125829	107735	LINCS	C17H16N4OS
2125835	107738	LINCS	C21H24N2O7
2125839	107739	LINCS	C19H16O6
2125840	107740	LINCS	C18H14N4O4S
2125845	107741	LINCS	C17H17N5O2S
2125848	107742	LINCS	C18H16N4O5S2
2125850	107743	LINCS	C26H29N5S
2125853	107744	LINCS	C12H8N2O4
2125857	107745	LINCS	C21H23N3O6S2
2125858	107746	LINCS	C25H20N2O5
2125861	107747	LINCS	C18H16N2O4
2125865	107748	LINCS	C16H24N2O
2125867	107749	LINCS	C18H17N3O2S2
2125872	107750	LINCS	C19H17FN2OS
2125874	107751	LINCS	C20H16N4OS2
2125876	107752	LINCS	C22H24N2O4
2125881	107753	LINCS	C18H14N4O3
2125882	107754	LINCS	C13H12N2O2
2125887	107755	LINCS	C9H7N7O2
2125889	107756	LINCS	C10H10N4O3
2125892	107757	LINCS	C15H13N3O2S2
2125895	107758	LINCS	C22H22N2O5S
2125899	107759	LINCS	C17H16ClN3O2S
2125900	107760	LINCS	C15H12N2O3
2125906	107762	LINCS	C19H20N4O2S3
2125910	107763	LINCS	C16H16N4O
2125912	107764	LINCS	C19H17N3O4
2125917	107765	LINCS	C22H35NO4
2125918	107766	LINCS	C21H22N2O3S
2125923	107767	LINCS	C16H17NO2
2125926	107768	LINCS	C23H22N4O
2125929	107769	LINCS	C20H21N3O2
2125930	107770	LINCS	C21H22N2O5S2
2125933	107771	LINCS	C16H13ClFN3O3
2125938	107772	LINCS	C16H15F3N2O6S
2125940	107773	LINCS	C12H15NO2
2125942	107774	LINCS	C19H21N3O3S
2125945	107775	LINCS	C19H17NO4
2125950	107776	LINCS	C18H15N3O2
2125953	107777	LINCS	C19H17ClN6O2S2
2125955	107778	LINCS	C13H18N2
2125959	107779	LINCS	C21H24N4O4
2125962	107780	LINCS	C13H11NO5
2125964	107781	LINCS	C11H7ClN2O4
2125968	107782	LINCS	C22H21N3O5
2125969	107783	LINCS	C22H25N3O3S2
2125973	107784	LINCS	C19H26N4O2S
2125975	107785	LINCS	C19H18N2O6
2125979	107786	LINCS	C15H18N2O2
2125982	107787	LINCS	C23H27N5O3
2125985	107788	LINCS	C22H18N4O3S
2125988	107789	LINCS	C23H19NO3
2125992	107790	LINCS	C23H28N4O3S2
2125994	107791	LINCS	C25H23N3O4S2
2125997	107792	LINCS	C20H21N3O5S2
2125999	107793	LINCS	C17H13ClN2O2
2126004	107794	LINCS	C24H23N3O4S2
2126005	107795	LINCS	C24H23N5O3S2
2126010	107796	LINCS	C19H20N4O4S
2126012	107797	LINCS	C17H20N2O4S
2126016	107798	LINCS	C19H17F6N3
2126017	107799	LINCS	C14H9N7S2
2126020	107800	LINCS	C20H14BrN3O3
2126025	107801	LINCS	C17H18O5
2126028	107802	LINCS	C18H18FN3O3
2126031	107803	LINCS	C15H17FN2OS2
2126033	107804	LINCS	C24H21FN2O3
2126036	107805	LINCS	C24H23N3O5
2126039	107806	LINCS	C29H24F3N5OS
2126042	107807	LINCS	C16H12N4OS
2126045	107808	LINCS	C24H22N5PS
2126048	107809	LINCS	C20H17N3O4
2126050	107810	LINCS	C15H14N2O4
2126055	107811	LINCS	C19H18Cl2N4O6
2126056	107812	LINCS	C17H12Cl2N2O2
2126060	107813	LINCS	C17H14O6
2126063	107814	LINCS	C13H10N4OS
2126065	107815	LINCS	C14H14BrNO2
2126068	107816	LINCS	C14H17NO3
2126073	107817	LINCS	C18H13ClN2O3
2126075	107818	LINCS	C20H19Cl2F3N2O4S
2126078	107819	LINCS	C9H8Cl2N6
2126081	107820	LINCS	C25H30N4O2
2126083	107821	LINCS	C21H24N4O2S
2126086	107822	LINCS	C19H27NOS
2126089	107823	LINCS	C18H15N3O2
2126093	107824	LINCS	C14H13N3O2
2126097	107825	LINCS	C19H16ClN3O2S
2126098	107826	LINCS	C19H22O5
2126103	107827	LINCS	C24H28N4O4
2126106	107828	LINCS	C22H22ClN3O2
2126108	107829	LINCS	C17H14ClN3
2126112	107830	LINCS	C11H11F2NO2
2126114	107831	LINCS	C26H26ClN3O3S
2126117	107832	LINCS	C20H29NO4
2126121	107833	LINCS	C17H13FN4O3
2126124	107834	LINCS	C20H22ClN3O3
2126127	107835	LINCS	C17H15N3O3
2126129	107836	LINCS	C20H23N3O6
2126132	107837	LINCS	C21H28N4O3S
2126136	107838	LINCS	C24H27N5OS
2126139	107839	LINCS	C21H19N5O4S2
2126141	107840	LINCS	C13H14Cl2N4O3S2
2126144	107841	LINCS	C16H14N2O3S
2126147	107842	LINCS	C16H17N3O2
2126151	107843	LINCS	C17H20N4O
2126152	107844	LINCS	C22H24N4O5S
2126157	107845	LINCS	C14H20N2O5S
2126158	107846	LINCS	C18H19N5O4
2126162	107847	LINCS	C14H21N3S
2126165	107848	LINCS	C18H19NO5
2126167	107849	LINCS	C22H29N5O5
2126171	107850	LINCS	C17H16N4O2S
2126173	107851	LINCS	C22H22N4O2
2126176	107852	LINCS	C15H16N2O
2126180	107853	LINCS	C17H17N3O2
2126183	107854	LINCS	C21H19N5O3S
2126186	107855	LINCS	C10H12N2O2S2
2126190	107856	LINCS	C28H33BrN2O6
2126192	107857	LINCS	C17H18ClNO3S
2126196	107858	LINCS	C19H15ClN2O7S
2126199	107859	LINCS	C22H21N5O4
2126202	107860	LINCS	C21H17N3O3S2
2126205	107861	LINCS	C17H15N3O2
2126206	107862	LINCS	C17H18O2S
2126209	107863	LINCS	C19H17NO5
2126212	107864	LINCS	C21H22N2O3S
2126216	107865	LINCS	C21H13N5O2
2126220	107866	LINCS	C24H24ClFN4O
2126221	107867	LINCS	C18H18N4S
2126224	107868	LINCS	C13H12ClNO2
2126229	107869	LINCS	C17H13Cl2N3O3S
2126230	107870	LINCS	C23H21N3O6S
2126233	107871	LINCS	C27H27ClN4O3
2126237	107872	LINCS	C24H17N3O2
2126239	107873	LINCS	C16H15NO3
2126244	107874	LINCS	C22H33N3O3
2126246	107875	LINCS	C20H24N8O3
2126250	107876	LINCS	C20H20N4O5S
2126251	107877	LINCS	C14H11FN8
2126255	107878	LINCS	C25H29NO5
2126259	107879	LINCS	C21H20N2O5
2126260	107880	LINCS	C18H18N2O2
2126263	107881	LINCS	C18H15N3O3S3
2126266	107882	LINCS	C21H14BrF3N4OS
2126271	107883	LINCS	C12H12ClN3OS
2126273	107884	LINCS	C15H20N2OS
2126275	107885	LINCS	C28H25N3O3
2126278	107886	LINCS	C21H17N3O4
2126282	107887	LINCS	C14H16N2O3
2126286	107888	LINCS	C17H13F3N4
2126289	107889	LINCS	C21H18N4O2S2
2126290	107890	LINCS	C18H19N3O4
2126295	107891	LINCS	C19H20Cl2N2O2
2126296	107892	LINCS	C20H13BrN2O5
2126300	107893	LINCS	C17H17N3S2
2126302	107894	LINCS	C11H8BrN3O3S2
2126307	107895	LINCS	C15H14ClN3O
2126309	107896	LINCS	C15H11N5S
2126311	107897	LINCS	C22H17N3O3S2
2126315	107898	LINCS	C13H9N3O
2126318	107899	LINCS	C27H23N5O4
2126320	107900	LINCS	C19H22N4O3S
2126323	107901	LINCS	C21H14N2O7
2126327	107902	LINCS	C18H16F3N5O
2126330	107903	LINCS	C21H22O8
2126332	107904	LINCS	C23H21N3OS
2126337	107905	LINCS	C19H17BrN2O3
2126338	107906	LINCS	C11H8O3S
2126342	107907	LINCS	C16H17BrN2O2
2126344	107908	LINCS	C17H25N5OS
2126348	107909	LINCS	C22H31N3O5S
2126350	107910	LINCS	C18H19N3O3S
2126354	107911	LINCS	C18H18ClN3O3
2126356	107912	LINCS	C19H17N3O4S3
2126359	107913	LINCS	C26H22O6
2126363	107914	LINCS	C13H12N2O2
2126366	107915	LINCS	C14H9ClN4O2
2126368	107916	LINCS	C24H32N4OS
2126371	107917	LINCS	C18H16N2O2S
2126375	107918	LINCS	C19H22FN3S2
2126379	107919	LINCS	C15H12FN3
2126382	107920	LINCS	C21H20N4OS2
2126384	107921	LINCS	C18H19N3O8S
2126388	107922	LINCS	C8H9N3OS2
2126391	107923	LINCS	C26H30N4O4
2126392	107924	LINCS	C24H20N2O4S
2126396	107925	LINCS	C25H20N4O7
2126400	107926	LINCS	C20H17ClFN3O2
2126402	107927	LINCS	C17H16N2O3S
2126406	107928	LINCS	C18H24N4O3S
2126408	107929	LINCS	C13H15N5O4S
2126412	107930	LINCS	C19H21N5
2126413	107931	LINCS	C13H13NOS
2126418	107932	LINCS	C24H30NO6PS
2126419	107933	LINCS	C19H14N4O4S
2126424	107934	LINCS	C24H30ClN3O2
2126426	107935	LINCS	C22H27N3O3
2126428	107936	LINCS	C19H22ClN3O2
2126432	107937	LINCS	C19H16N2O2
2126436	107938	LINCS	C16H15ClN4OS
2126438	107939	LINCS	C12H11NOS
2126441	107940	LINCS	C25H20N2O4
2126443	107941	LINCS	C21H17BrN2O2
2126448	107942	LINCS	C20H28N2O5
2126451	107943	LINCS	C12H9ClN4OS
2126454	107944	LINCS	C20H25NO7
2126456	107945	LINCS	C19H24N2O
2126458	107946	LINCS	C15H20ClNO3
2126462	107947	LINCS	C20H12FN3OS2
2126466	107948	LINCS	C21H21N3O6S
2126468	107949	LINCS	C18H15N3O5
2126472	107950	LINCS	C16H16N4O3S2
2126474	107951	LINCS	C21H20N2O4
2126477	107952	LINCS	C7H8N2O5
2126481	107953	LINCS	C23H26N2O5S
2126483	107954	LINCS	C18H13N3O
2126487	107955	LINCS	C14H17N3O2S2
2126488	107956	LINCS	C14H9ClN4O2
2126492	107957	LINCS	C15H12F2N2O4
2126496	107958	LINCS	C23H31N3O4
2126497	107959	LINCS	C18H16N2O4S
2126501	107960	LINCS	C17H20N2O2S2
2126504	107961	LINCS	C19H22N4O
2126507	107962	LINCS	C19H21F2N3OS
2126511	107963	LINCS	C25H28N4O4S
2126514	107964	LINCS	C16H18N2O2S
2126516	107965	LINCS	C19H17FN2O5S
2126518	107966	LINCS	C29H38N4O4S
2126523	107967	LINCS	C16H36N4
2126525	107968	LINCS	C24H24N4O7
2126528	107969	LINCS	C17H16ClN3O3S
2126532	107970	LINCS	C16H16N2O5
2126533	107971	LINCS	C21H24N2O5S
2126536	107972	LINCS	C13H7BrClN3O
2126540	107973	LINCS	C20H23N3O4
2126543	107974	LINCS	C25H29N3O2
2126547	107975	LINCS	C16H14N2OS
2126550	107976	LINCS	C22H19NO3
2126552	107977	LINCS	C15H17N5O2
2126556	107978	LINCS	C14H13NO4
2126558	107979	LINCS	C24H23N3O2
2126560	107980	LINCS	C17H14ClNO5
2126563	107981	LINCS	C18H22N6O2
2126567	107982	LINCS	C18H20N2OS
2126569	107983	LINCS	C23H31N5
2126572	107984	LINCS	C15H12N4O2S
2126576	107985	LINCS	C18H14N2O7S
2126580	107986	LINCS	C26H30N6O2
2126581	107987	LINCS	C24H27N3O5
2126584	107988	LINCS	C9H5ClN4
2126587	107989	LINCS	C20H17NO6S2
2126591	107990	LINCS	C18H17ClN2O
2126594	107991	LINCS	C22H22N2O4
2126598	107992	LINCS	C15H13ClN2O3
2126601	107993	LINCS	C24H25N3O4S
2126603	107994	LINCS	C16H20N2O3
2126607	107995	LINCS	C29H32N2O4S
2126609	107996	LINCS	C15H23N3O3
2126611	107997	LINCS	C24H30N6O2S
2126615	107998	LINCS	C15H10Cl2N2OS
2126619	107999	LINCS	C13H16BrNO
2126622	108000	LINCS	C11H12N4OS
2126625	108001	LINCS	C22H25N3OS2
2126627	108002	LINCS	C16H12ClNO2
2126630	108003	LINCS	C13H15ClN2O2
2126633	108004	LINCS	C23H22N4O2S
2126636	108005	LINCS	C11H13N3OS
2126639	108006	LINCS	C14H17N5O2
2126641	108007	LINCS	C14H10ClN3O2S2
2126645	108008	LINCS	C15H13N3O5
2126648	108009	LINCS	C9H10N2OS
2126650	108010	LINCS	C13H16N2O3S
2126655	108011	LINCS	C12H14N4O4S2
2126656	108012	LINCS	C16H11Cl2N3O3
2126660	108013	LINCS	C18H17N3O3S
2126664	108014	LINCS	C16H20N2O5S
2126665	108015	LINCS	C10H6F3NO
2126669	108016	LINCS	C16H15N3O2
2126672	108017	LINCS	C14H17N3O2S
2126674	108018	LINCS	C23H22ClF3N2O7S
2126677	108019	LINCS	C21H20N4O2S
2126681	108020	LINCS	C17H16ClNO3
2126683	108021	LINCS	C21H26N4O3
2126686	108022	LINCS	C18H20N2O2
2126691	108023	LINCS	C28H26N4O
2126693	108024	LINCS	C20H23N5O
2126695	108025	LINCS	C19H21ClN2O2S
2126698	108026	LINCS	C22H20ClN3O4S
2126701	108027	LINCS	C26H28N4O2
2126706	108028	LINCS	C15H17N5O2
2126707	108029	LINCS	C14H13N3O4
2126711	108030	LINCS	C19H12ClNO3
2126715	108031	LINCS	C14H13NO4
2126716	108032	LINCS	C25H26ClN3O6S2
2126720	108033	LINCS	C22H23N3O5S
2126723	108034	LINCS	C25H21N3O3
2126725	108035	LINCS	C15H13N3O2S
2126729	108036	LINCS	C14H11BrO3
2126731	108037	LINCS	C15H16N2O5
2126735	108038	LINCS	C23H28N4OS
2126738	108039	LINCS	C26H27N5O3
2126741	108040	LINCS	C21H27N3O2
2126743	108041	LINCS	C23H22N4
2126746	108042	LINCS	C24H22N4O3S
2126751	108043	LINCS	C17H19NO
2126752	108044	LINCS	C22H19BrN4O
2126757	108045	LINCS	C14H14BrN3O2S
2126759	108046	LINCS	C13H11FN2OS
2126761	108047	LINCS	C21H20N2O2S2
2126765	108048	LINCS	C7H6O4S3
2126768	108049	LINCS	C21H20N4O4
2126772	108050	LINCS	C26H30N6O2
2126774	108051	LINCS	C25H32N2O3
2126777	108052	LINCS	C17H20N4OS
2126779	108053	LINCS	C25H22N2O5S
2126783	108054	LINCS	C18H21N3O3S
2126787	108055	LINCS	C12H10Br2N4O2
2126789	108056	LINCS	C12H15NO4
2126792	108057	LINCS	C11H9ClN2S2
2126795	108058	LINCS	C25H29N3O5
2126797	108059	LINCS	C23H26N6O4S
2126802	108060	LINCS	C21H17FN2O5S2
2126804	108061	LINCS	C17H16FNO3
2126807	108062	LINCS	C19H17N3O4
2126809	108063	LINCS	C23H26N4O4
2126812	108064	LINCS	C17H22N4O3
2126817	108065	LINCS	C20H19N5O3
2126819	108066	LINCS	C12H12N2O5
2126821	108067	LINCS	C10H10N2OS2
2126826	108068	LINCS	C10H13N3O2
2126829	108069	LINCS	C22H17N5O2S
2126830	108070	LINCS	C23H16N2O4S
2126835	108071	LINCS	C18H23N3OS
2126838	108072	LINCS	C14H14BrNOS
2126840	108073	LINCS	C18H13Cl2NO2
2126843	108074	LINCS	C16H14N2O3
2126847	108075	LINCS	C20H25FN4OS
2126849	108076	LINCS	C19H21NO5
2126851	108077	LINCS	C23H23N3O4S
2126854	108078	LINCS	C20H23N3O6S
2126859	108079	LINCS	C15H14FNO
2126860	108080	LINCS	C23H19ClN2O3S
2126865	108081	LINCS	C26H24N2O3
2126867	108082	LINCS	C18H17NO4S
2126870	108083	LINCS	C18H26N2O3S2
2126872	108084	LINCS	C19H19FN4O4S
2126876	108085	LINCS	C22H19N3O4
2126879	108086	LINCS	C15H16O5
2126881	108087	LINCS	C15H19NO
2126884	108088	LINCS	C16H16FN5O2S
2126889	108089	LINCS	C22H23NO5
2126890	108090	LINCS	C27H32N6O2S
2126894	108091	LINCS	C22H27N5O4
2126896	108092	LINCS	C22H19FN4O
2126900	108093	LINCS	C25H34FN3O2
2126904	108094	LINCS	C12H13N3O2S2
2126906	108095	LINCS	C13H16N2O2S
2126909	108096	LINCS	C21H36N4O2
2126912	108097	LINCS	C20H22N2O2
2126914	108098	LINCS	C22H20ClN3O4
2126919	108099	LINCS	C12H14ClN3O4
2126920	108100	LINCS	C16H21N3O4
2126923	108101	LINCS	C22H24FN3O2S
2126927	108102	LINCS	C21H22ClN3O4
2126931	108103	LINCS	C23H19FN2O4S
2126932	108104	LINCS	C21H20O6
2126937	108105	LINCS	C13H14N4O2
2126938	108106	LINCS	C18H18ClN3O
2126941	108107	LINCS	C16H18ClNO3S
2126946	108108	LINCS	C18H15N3O2S
2126947	108109	LINCS	C21H19N3O2S
2126952	108110	LINCS	C13H11BrN2O2S
2126954	108111	LINCS	C17H12N2O2
2126958	108112	LINCS	C20H21ClN2O5S
2126959	108113	LINCS	C14H10N2O
2126962	108114	LINCS	C17H20N2O4
2126967	108115	LINCS	C12H16O3
2126970	108116	LINCS	C23H24ClN3O4
2126972	108117	LINCS	C15H17NO3
2126974	108118	LINCS	C21H25NO5S
2126979	108119	LINCS	C17H21N3
2126981	108120	LINCS	C11H13N3O2S
2126984	108121	LINCS	C24H28ClNO3
2126986	108122	LINCS	C23H34N4OS
2126989	108123	LINCS	C17H20N2OS
2126993	108124	LINCS	C24H23NO4
2126995	108125	LINCS	C16H12Cl2N4OS
2126998	108126	LINCS	C16H13Cl2NO4
2127003	108127	LINCS	C19H14ClN3O2S
2127005	108128	LINCS	C15H9FN2O3
2127007	108129	LINCS	C23H24N6O4S2
2127011	108130	LINCS	C15H14ClN3S
2127013	108131	LINCS	C19H17N3O3
2127016	108132	LINCS	C16H21N3O4S
2127021	108133	LINCS	C13H17NO7S
2127023	108134	LINCS	C14H14N2O3
2127025	108135	LINCS	C18H23N3O3
2127028	108136	LINCS	C25H23N3O4
2127031	108137	LINCS	C25H28N2O3
2127036	108138	LINCS	C14H12N2
2127039	108139	LINCS	C17H19N5O2
2127042	108140	LINCS	C13H16N4O4
2127043	108141	LINCS	C22H26O5S
2127047	108142	LINCS	C15H12ClF3N4O2
2127051	108143	LINCS	C20H20Cl2N4OS
2127054	108144	LINCS	C15H9Cl2N3O2
2127057	108145	LINCS	C14H18ClN3OS
2127059	108146	LINCS	C11H12ClN5O2S
2127063	108147	LINCS	C18H20N2O2
2127064	108148	LINCS	C17H14O2S2
2127069	108149	LINCS	C16H17N5O
2127072	108150	LINCS	C17H15BrF3N3O2
2127078	108152	LINCS	C20H23N3O4
2127080	108153	LINCS	C18H18ClN3O6
2127082	108154	LINCS	C18H19N3O5
2127086	108155	LINCS	C14H9ClFN3O2
2127089	108156	LINCS	C14H11FN2O
2127091	108157	LINCS	C14H16ClF3N2O3S
2127096	108158	LINCS	C20H25N3O4
2127097	108159	LINCS	C16H18N2O4S
2127100	108160	LINCS	C20H18BrN3O4
2127103	108161	LINCS	C19H23N3O5S
2127108	108162	LINCS	C14H16N2O3
2127111	108163	LINCS	C19H21NO2
2127114	108164	LINCS	C12H8FN5O2S2
2127115	108165	LINCS	C19H22N2O3S
2127120	108166	LINCS	C22H23N3O4S
2127122	108167	LINCS	C14H15N3O2S
2127126	108168	LINCS	C13H12ClN3O
2127127	108169	LINCS	C22H19N3O2S
2127130	108170	LINCS	C16H12Cl2N4OS2
2127134	108171	LINCS	C17H15NO3
2127136	108172	LINCS	C12H15N3O3S2
2127140	108173	LINCS	C14H9ClN2O
2127142	108174	LINCS	C14H10N4O3
2127145	108175	LINCS	C24H28Cl2N6O6
2127150	108176	LINCS	C18H16N4OS
2127152	108177	LINCS	C15H15ClN2O2
2127156	108178	LINCS	C21H20BrN3O4
2127157	108179	LINCS	C13H9N3O6
2127160	108180	LINCS	C16H18N4O3
2127165	108181	LINCS	C20H19N3O2
2127166	108182	LINCS	C26H26FN5O2
2127169	108183	LINCS	C20H21N3O3
2127172	108184	LINCS	C12H11ClN2OS
2127177	108185	LINCS	C19H21N3O3
2127178	108186	LINCS	C19H19N3O6S2
2127182	108187	LINCS	C14H12BrNO2
2127185	108188	LINCS	C17H20FN5O5S
2127187	108189	LINCS	C18H16BrN3O3S
2127191	108190	LINCS	C21H27N5OS
2127194	108191	LINCS	C18H21NO4
2127198	108192	LINCS	C21H22N4O4S
2127201	108193	LINCS	C18H22N4O
2127204	108194	LINCS	C20H28N2O3S
2127206	108195	LINCS	C14H10N2O3S
2127209	108196	LINCS	C12H12N6O
2127213	108197	LINCS	C20H26N4O3
2127216	108198	LINCS	C15H19N3S
2127219	108199	LINCS	C15H14N2O5
2127221	108200	LINCS	C18H24N2O
2127223	108201	LINCS	C21H19N3O4S
2127226	108202	LINCS	C19H20BrNO2
2127229	108203	LINCS	C15H10BrN3O2
2127234	108204	LINCS	C21H30N8S
2127235	108205	LINCS	C19H19NO5
2127238	108206	LINCS	C22H23N3O2S
2127242	108207	LINCS	C13H13ClN2S
2127244	108208	LINCS	C19H15N3O2S
2127247	108209	LINCS	C22H24N2O8S
2127251	108210	LINCS	C17H12O5
2127255	108211	LINCS	C19H13Cl2NO
2127256	108212	LINCS	C14H16N4O3S
2127259	108213	LINCS	C26H33N5O3
2127263	108214	LINCS	C17H19N3S2
2127266	108215	LINCS	C19H18BrN3O3S
2127268	108216	LINCS	C21H22N4O3S
2127271	108217	LINCS	C22H29N5O2S
2127276	108218	LINCS	C11H9N3S
2127279	108219	LINCS	C17H19FN8
2127280	108220	LINCS	C17H19N3O2
2127284	108221	LINCS	C14H11F2NO2
2127286	108222	LINCS	C18H18N2O3S
2127289	108223	LINCS	C19H22N2O
2127293	108224	LINCS	C12H11N3OS
2127297	108225	LINCS	C21H18N2O2S
2127298	108226	LINCS	C17H20N6O2
2127303	108227	LINCS	C16H14O3S
2127305	108228	LINCS	C20H22ClN3O4S
2127309	108229	LINCS	C31H26FN3O3S
2127312	108230	LINCS	C17H18N4O4S
2127315	108231	LINCS	C23H27FN6O
2127318	108232	LINCS	C19H24N4OS
2127321	108233	LINCS	C17H15N5O
2127322	108234	LINCS	C18H19N3O4S3
2127325	108235	LINCS	C19H23ClN4O6S
2127329	108236	LINCS	C17H17NO5
2127332	108237	LINCS	C17H15N3O2S
2127335	108238	LINCS	C15H12F4N2O2
2127338	108239	LINCS	C14H11ClFNO4S
2127341	108240	LINCS	C17H17N3O2S
2127344	108241	LINCS	C16H9ClF3N3O
2127348	108242	LINCS	C16H15NOS
2127351	108243	LINCS	C17H16FN5O2
2127352	108244	LINCS	C14H10FN3OS
2127357	108245	LINCS	C18H22N2O4
2127359	108246	LINCS	C18H25FN4O2
2127362	108247	LINCS	C14H15N5OS
2127365	108248	LINCS	C20H19F3N4O5S
2127368	108249	LINCS	C14H12O3
2127371	108250	LINCS	C21H17N3O3S
2127375	108251	LINCS	C15H25NO4
2127376	108252	LINCS	C21H20N2O
2127379	108253	LINCS	C19H19N3O3
2127384	108254	LINCS	C20H28N2O2
2127386	108255	LINCS	C8H12N2O4
2127390	108256	LINCS	C14H14ClN3O4S
2127392	108257	LINCS	C18H22N4O4
2127396	108258	LINCS	C19H14ClN3O4
2127397	108259	LINCS	C24H27N5O5
2127402	108260	LINCS	C24H34N6OS2
2127405	108261	LINCS	C22H26N6O2S2
2127406	108262	LINCS	C22H18O4
2127411	108263	LINCS	C16H24N2OS
2127412	108264	LINCS	C25H28N6
2127415	108265	LINCS	C18H17N3O2
2127419	108266	LINCS	C17H19NO2S
2127422	108267	LINCS	C25H25N3O5S
2127425	108268	LINCS	C25H21N3O2S2
2127428	108269	LINCS	C14H16N4O3S
2127431	108270	LINCS	C17H18N2O6
