file001_18S_clip	file002_18S_clip	file003_18S_clip	file004_18S_clip	file005_18S_clip	file006_18S_clip	file007_18S_clip	file008_18S_clip	file009_18S_clip	file010_18S_clip	file011_18S_clip	file012_18S_clip	file013_18S_clip	file014_18S_clip	file015_18S_clip	file016_18S_clip	file017_18S_clip	file018_18S_clip	file019_18S_clip	file020_18S_clip	file021_18S_clip	file022_18S_clip	file023_18S_clip	file024_18S_clip	file025_18S_clip	file026_18S_clip	file027_18S_clip	file028_18S_clip	file029_18S_clip	file030_18S_clip	file031_18S_clip	file032_18S_clip
asv761	0	9	0	0	0	3	15	0	0	11	0	0	0	2	5	0	4	0	0	0	0	0	0	14	0	4	0	0	0	0	0	0
asv762	0	5	0	0	0	24	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0
asv763	0	0	0	0	0	0	39	0	0	0	0	0	0	4	4	0	0	0	0	0	4	0	0	2	0	14	0	0	0	0	0	0
asv764	8	3	0	0	0	0	0	0	6	9	5	7	1	16	0	0	1	0	2	0	0	0	0	0	0	0	0	7	0	0	1	0
asv765	6	0	1	0	0	0	2	0	0	4	2	3	0	33	0	0	4	0	1	0	0	0	0	0	0	1	0	9	0	0	0	0
asv766	1	4	0	0	0	6	0	0	0	1	3	0	16	12	0	14	0	0	0	0	1	0	0	0	0	6	0	0	0	0	2	0
asv767	0	13	0	0	0	0	36	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	2	0	4	0	0	0	0	0	0
asv768	0	8	0	0	10	5	5	0	0	0	0	0	15	11	0	7	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
asv769	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0
asv770	0	0	0	0	0	0	43	0	0	0	0	0	0	15	3	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
asv771	12	0	0	0	0	0	0	0	0	4	1	21	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0
asv772	0	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	25	0	3	0	0	0	0	0	0
asv773	0	7	0	0	23	0	6	0	0	9	0	0	0	1	0	0	9	0	0	0	5	0	0	4	0	1	0	0	0	0	0	0
asv774	0	1	0	0	2	0	17	0	1	0	0	0	0	1	5	0	0	0	0	0	13	0	0	24	0	1	0	0	0	0	0	0
asv775	0	1	0	0	0	3	20	0	0	13	0	0	0	11	0	0	7	0	0	0	1	0	0	3	0	2	0	0	0	0	4	0
asv776	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv777	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	59	0	0	0	0	0	0	0	0
asv778	1	10	0	0	0	1	6	0	0	0	0	0	5	0	5	16	0	0	0	0	7	0	0	0	0	13	0	0	0	0	0	0
asv779	1	0	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv780	0	0	0	0	9	0	37	0	0	0	0	0	1	5	2	0	2	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0
asv781	8	0	0	0	0	0	19	0	0	1	7	2	0	6	2	0	5	7	0	0	0	0	0	0	0	1	0	5	0	0	0	0
asv782	1	0	0	0	0	0	0	0	4	19	2	8	1	7	0	0	14	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0
asv783	0	0	0	0	3	0	3	0	11	1	0	0	0	14	0	0	9	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0
asv784	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	1	0
asv785	18	0	0	0	0	0	1	0	2	6	0	0	4	8	0	0	13	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
asv786	0	8	0	0	0	2	9	0	2	0	0	0	1	4	0	0	1	22	0	0	5	0	0	3	0	5	0	0	0	0	0	0
asv787	0	5	0	0	0	0	47	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
asv788	0	1	0	0	4	1	6	0	0	0	0	0	1	0	8	0	0	0	0	0	30	0	0	2	0	9	0	0	0	0	0	0
asv789	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	25	0	0	0	0	0	0	4	0
asv790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
asv791	9	0	3	0	4	0	4	0	2	4	5	5	0	9	0	0	2	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0
asv792	5	0	0	0	0	0	0	0	2	3	17	6	0	11	1	0	3	0	1	0	0	3	0	0	0	0	0	9	0	0	0	0
asv793	0	3	0	0	16	2	22	0	5	2	0	0	0	1	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0
asv794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
asv795	7	0	0	0	0	0	3	0	0	25	0	1	0	10	0	0	6	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0
asv796	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	46	0	0	0	0	0	0	0	0
asv797	0	3	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	10	0	8	0	0	0	0	0	0
asv798	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv799	15	0	0	0	0	0	18	0	12	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	6	0	0	0	0
asv800	12	0	0	0	2	0	14	0	0	0	0	4	0	4	0	0	5	16	0	0	1	0	0	0	0	1	0	0	0	0	0	0
asv801	4	0	0	0	0	0	22	0	0	0	0	0	1	6	2	0	0	0	3	0	3	0	0	15	0	3	0	0	0	0	0	0
asv802	2	3	0	0	6	0	7	0	2	1	1	0	0	8	1	0	4	0	0	0	5	0	0	16	0	0	0	0	0	0	3	0
asv803	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	39	0	0	8	0	0	0	0	4	0	0	0	0	2	0
asv804	0	21	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	13	0	7	0	0	0	0	0	0
asv805	0	21	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	13	0	0	0	0	0	0
asv806	0	0	0	0	6	0	28	0	3	0	0	0	0	0	1	0	2	0	0	0	4	0	0	13	0	2	0	0	0	0	0	0
asv807	0	0	0	0	0	0	8	0	7	0	0	0	0	5	0	0	0	0	0	0	15	0	0	22	0	0	0	0	0	0	2	0
asv808	6	0	10	0	0	5	10	0	0	1	0	2	2	3	0	0	0	10	0	0	0	0	0	0	0	1	0	8	0	0	0	0
asv809	5	1	0	0	0	1	20	0	0	0	0	1	2	15	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv810	4	0	0	0	10	0	3	0	8	1	2	0	0	8	0	0	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
asv811	3	0	0	0	0	0	1	0	0	2	11	5	0	11	0	0	0	21	0	0	0	1	0	0	0	0	0	3	0	0	0	0
asv812	0	28	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	0
asv813	0	14	0	0	7	7	2	0	0	1	0	0	0	0	1	0	0	0	0	0	9	0	0	7	0	9	0	1	0	0	0	0
asv814	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	4	0	0	40	0	0	0	0	0	0	0	0
asv815	0	5	0	0	0	4	5	0	1	0	0	0	0	1	2	0	0	0	0	0	3	0	0	24	0	12	0	0	0	0	0	0
asv816	0	0	0	0	11	0	0	1	0	0	2	0	0	0	0	1	5	11	7	0	14	0	0	0	0	0	0	0	0	5	0	0
asv817	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	30	0	0	12	3	0	0	0	0	0	0	0	0	6	0
asv818	11	4	0	0	0	1	18	0	0	0	0	1	4	0	0	0	0	5	0	0	10	0	0	0	0	2	0	0	0	0	0	0
asv819	4	0	0	0	0	0	23	0	0	0	0	2	2	3	2	0	3	6	0	0	8	0	0	0	0	3	0	0	0	0	0	0
asv820	3	0	0	0	0	0	3	0	1	0	5	1	1	2	0	0	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv821	3	0	0	0	0	0	12	0	1	10	3	4	3	3	1	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0
asv822	1	0	0	0	0	1	13	0	4	0	2	0	0	5	0	0	3	14	0	0	11	0	0	0	0	1	0	0	0	0	0	0
asv823	1	1	0	0	17	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0
asv824	0	1	0	0	0	1	8	0	1	0	0	0	0	5	0	0	1	35	0	0	0	0	0	0	0	1	0	1	0	0	0	0
asv825	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	22	0	0	16	0	0	0	0	0	0	0	0
asv826	12	0	0	0	0	0	8	0	0	5	0	2	15	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv827	5	0	0	0	0	0	1	0	0	1	8	4	0	7	0	0	14	0	10	0	0	0	0	0	0	0	0	2	0	0	1	0
asv828	4	0	0	0	0	0	3	0	0	6	2	0	0	3	0	0	1	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv829	3	0	0	0	1	0	2	0	8	0	4	3	2	7	0	6	1	0	3	0	0	0	0	0	0	0	0	10	0	0	3	0
asv830	2	0	0	0	0	0	1	0	7	11	0	6	5	10	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0
asv831	1	2	0	0	0	0	17	0	0	0	0	0	10	0	0	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0
asv832	1	6	0	0	0	9	2	0	2	0	0	0	11	6	0	3	0	0	0	0	5	0	0	2	0	6	0	0	0	0	0	0
asv833	0	13	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	4	0	0	0	0	0	0
asv834	0	1	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	38	0	1	0	0	0	0	0	0
asv835	0	0	0	0	0	6	1	0	0	0	0	0	1	0	15	12	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
asv836	10	0	0	0	3	0	1	0	4	7	1	0	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
asv837	7	0	0	0	0	0	0	0	1	4	5	6	0	13	0	0	4	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0
asv838	6	0	0	0	0	0	4	0	0	0	7	2	3	15	1	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0
asv839	4	0	0	0	22	0	0	0	0	8	2	2	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	6	0
asv840	4	2	0	0	0	1	25	0	0	0	0	0	1	0	1	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0
asv841	1	16	0	0	0	3	6	0	0	0	0	0	1	1	1	12	0	0	0	0	7	0	0	2	0	2	0	0	0	0	0	0
asv842	0	9	0	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	7	0	10	0	0	0	0	0	0
asv843	0	6	0	0	0	7	4	0	2	1	0	2	4	0	1	22	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
asv844	0	6	0	0	0	6	17	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	1	0	10	0	0	0	0	0	0
asv845	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	7	0	10	0	0	0	0	18	0
asv846	5	0	0	0	1	0	10	0	4	7	6	0	0	10	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
asv847	1	0	0	0	0	5	0	0	3	0	0	0	0	4	0	0	3	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0
asv848	1	4	0	0	0	3	5	0	0	0	0	1	6	4	0	6	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv849	0	18	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0
asv850	0	4	0	0	2	1	34	0	0	0	0	0	0	4	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv851	0	0	0	0	0	0	16	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
asv852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
asv853	19	1	0	0	0	0	12	0	0	0	0	0	3	0	0	0	1	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0
asv854	4	0	0	0	9	0	0	0	0	2	0	2	3	11	2	0	3	0	2	0	4	0	0	1	0	0	0	7	0	0	0	0
asv855	2	6	0	0	0	2	9	0	0	0	0	2	1	0	0	0	1	7	0	0	1	0	0	15	0	4	0	0	0	0	0	0
asv856	0	1	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	26	0	2	0	0	0	0	0	0
asv857	0	0	4	0	0	2	0	0	2	0	13	3	8	2	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	1	0
asv858	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	10	0
asv859	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
asv860	12	3	0	0	0	0	19	0	0	0	0	0	2	1	1	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0
asv861	10	1	0	0	0	0	17	0	0	0	0	0	4	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv862	3	0	0	0	5	3	3	0	0	14	0	0	6	5	0	3	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
asv863	2	0	0	0	0	0	7	0	0	0	0	0	1	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv864	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	38	0	0	0	0	0	0	0	0
asv865	0	4	11	0	0	0	14	0	5	0	0	5	0	1	0	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0
asv866	0	2	0	0	0	0	3	0	6	2	0	0	0	10	1	0	0	0	0	0	0	1	0	12	0	0	0	3	0	0	9	0
asv867	0	2	0	0	0	8	5	0	2	0	0	1	1	0	4	2	0	0	0	0	4	1	0	18	0	1	0	0	0	0	0	0
asv868	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0	2	0
asv869	9	0	0	0	0	0	2	0	3	4	0	0	1	8	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv870	7	1	0	0	0	0	5	0	0	0	13	0	0	9	0	0	6	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0
asv871	6	0	0	0	0	1	10	0	4	0	0	2	0	10	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv872	4	6	0	0	0	0	16	0	0	0	0	0	0	0	0	9	1	0	0	0	5	0	0	2	0	5	0	0	0	0	0	0
asv873	2	0	0	0	0	3	11	0	0	5	0	0	3	3	0	0	3	15	1	0	1	0	0	0	0	0	0	0	0	0	1	0
asv874	0	7	0	0	0	16	3	0	0	0	0	0	11	2	0	2	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0
asv875	15	0	0	0	0	0	4	0	2	7	0	1	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv876	15	0	0	0	1	1	1	0	0	0	0	0	21	0	0	5	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
asv877	7	0	0	0	1	0	4	0	0	0	2	2	3	14	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
asv878	2	0	0	0	0	0	2	0	2	0	8	0	0	20	0	0	5	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0
asv879	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv881	2	0	0	0	0	0	36	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
asv882	1	0	0	0	0	0	2	0	4	8	2	1	0	7	0	0	5	0	2	0	0	0	0	0	0	0	0	5	0	0	9	0
asv883	0	9	0	0	0	13	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
asv884	0	4	0	0	0	0	3	0	1	0	0	0	0	26	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
asv885	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	12	0	0	0	0	0	0
asv886	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	26	0
asv887	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv888	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv889	0	12	0	0	0	0	3	0	5	0	0	0	9	6	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
asv890	0	9	0	0	0	8	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0
asv891	0	2	0	0	0	0	3	0	0	0	0	0	0	0	5	28	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0
asv892	0	0	0	0	19	0	8	0	7	0	3	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv893	0	0	0	0	1	2	0	0	0	3	0	0	0	21	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0
asv894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	0	0	0	0	0
asv895	1	1	0	0	0	0	14	0	1	1	0	0	0	18	2	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
asv896	1	0	0	0	0	3	11	0	0	6	2	0	9	5	0	0	1	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0
asv897	1	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	28	0	0	0	0	0	0	0	2	0	1	0	0	0	0
asv898	0	0	0	0	10	2	11	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
asv899	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	27	0	3	0	0	0	0	5	0
asv900	2	0	0	0	0	0	0	0	2	0	0	3	0	11	0	15	2	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0
asv901	0	0	0	0	0	0	0	0	3	1	0	0	0	8	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
asv902	16	0	0	0	0	0	6	0	0	0	0	0	2	6	3	0	0	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0
asv903	6	2	1	0	9	0	4	0	6	3	1	3	0	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
asv904	0	9	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	3	0	4	0	0	0	0	0	0
asv905	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	4	0	0	0	0	0	0
asv906	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0
asv907	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	34	0	0	3	0	0	0	0	1	0	0	0	0	0	0
asv908	9	0	0	0	0	0	0	0	0	0	1	3	1	5	0	0	0	0	0	0	1	15	0	0	0	2	0	2	0	0	2	0
asv909	3	1	0	0	2	0	10	0	0	0	2	0	2	2	0	0	2	12	0	0	3	0	0	0	0	1	0	1	0	0	0	0
asv910	0	13	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0
asv911	0	6	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	2	0
asv912	0	4	0	0	0	1	6	0	0	0	0	0	0	0	0	0	2	0	0	0	20	0	0	6	0	2	0	0	0	0	0	0
asv913	0	3	0	0	0	6	5	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	9	0	4	0	0	0	0	0	0
asv914	0	1	0	0	0	0	5	0	1	0	0	0	0	22	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
asv915	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	25	7	0	1	0	0	0	0	2	0	0	0	0	0	0
asv916	0	0	0	0	0	2	0	0	1	2	11	0	0	2	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
asv917	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	8	0	0	0	5	0	0	21	0	0	0	0	0	0	0	0
asv918	6	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0
asv919	5	3	0	0	0	0	4	0	0	0	0	7	6	8	0	0	4	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
asv920	2	0	0	0	0	0	8	0	7	6	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
asv921	2	0	3	0	0	0	4	0	1	5	0	0	0	7	0	0	5	0	4	0	0	5	0	0	0	0	0	3	0	0	1	0
asv922	0	0	0	0	0	0	10	0	0	2	0	0	0	9	0	0	1	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0
asv923	4	0	0	0	7	0	0	0	1	0	0	1	0	13	0	0	3	0	1	0	2	0	0	0	0	0	0	7	0	0	0	0
asv924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	0	0	1	0	0	0	0	0
asv925	0	2	0	0	0	3	2	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	8	0	6	0	0	0	0	0	0
asv926	0	1	0	0	0	2	2	0	0	0	2	0	5	0	1	3	1	11	1	0	6	0	0	1	0	1	0	1	0	0	1	0
asv927	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
asv928	6	0	0	0	0	1	13	0	0	0	0	0	5	0	0	0	0	8	0	0	2	0	0	0	0	1	0	2	0	0	0	0
asv929	4	0	0	0	0	0	0	0	0	4	11	0	0	13	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
asv930	2	0	0	0	0	2	6	0	0	0	5	0	0	5	1	0	4	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0
asv931	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
asv932	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	24	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
asv933	6	0	0	0	0	0	1	0	1	14	5	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv934	4	0	2	0	0	1	0	0	3	0	0	11	2	3	0	4	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
asv935	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv936	1	0	0	0	0	0	5	0	1	0	0	2	6	1	0	0	0	17	0	0	0	0	0	0	0	0	0	4	0	0	0	0
asv937	1	0	3	0	3	0	9	0	0	2	0	3	1	13	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv938	0	3	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0
asv939	0	2	0	0	0	0	0	0	0	6	7	7	3	0	0	0	2	0	0	0	0	3	0	0	0	1	0	4	0	0	2	0
asv940	0	2	0	0	0	5	2	0	0	0	0	0	1	0	5	12	0	0	0	0	5	0	0	1	0	4	0	0	0	0	0	0
asv941	0	0	1	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	2	0	0
asv942	0	0	0	0	2	0	24	0	0	0	0	0	0	5	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
asv943	0	0	0	0	0	0	7	0	0	0	0	0	6	2	5	0	0	11	0	1	0	0	0	5	0	0	0	0	0	0	0	0
asv944	4	0	0	0	0	0	5	0	1	3	0	0	3	3	0	0	2	12	2	0	0	0	0	0	0	0	0	1	0	0	0	0
asv945	3	0	0	0	0	0	0	0	0	0	0	0	20	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv946	2	0	0	0	0	0	0	0	0	4	0	1	0	15	0	0	4	0	4	0	0	2	0	0	0	0	0	3	0	0	1	0
asv947	0	19	0	0	13	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv948	0	1	0	0	0	0	6	0	4	0	0	0	0	2	5	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
asv949	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1
asv950	0	0	0	0	0	1	3	0	0	0	1	0	19	0	0	0	3	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0
asv951	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	31	0	0	0	0	0	0
asv952	17	1	0	0	0	1	0	0	0	0	0	0	0	8	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0
asv953	4	0	0	0	0	0	1	0	1	11	4	5	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
asv954	4	0	0	0	0	0	10	0	0	0	8	1	3	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv955	1	0	1	0	6	0	5	0	4	0	2	0	2	0	0	0	7	0	3	0	2	0	0	0	0	0	0	1	0	0	1	0
asv956	1	2	0	0	1	1	0	1	0	0	0	0	0	0	21	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0
asv957	0	13	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	17	0	0	2	0	0	0	0	0	0	0	0
asv958	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0
asv959	0	8	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	3	0
asv960	0	0	0	0	4	0	0	0	7	0	0	0	0	5	0	0	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
asv961	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	0	0	0	0	0	2	0
