file001_16S_clip	file002_16S_clip	file003_16S_clip	file004_16S_clip	file005_16S_clip	file006_16S_clip	file007_16S_clip	file008_16S_clip	file009_16S_clip	file010_16S_clip	file011_16S_clip	file012_16S_clip	file013_16S_clip	file014_16S_clip	file015_16S_clip	file016_16S_clip	file017_16S_clip	file018_16S_clip	file019_16S_clip	file020_16S_clip	file021_16S_clip	file022_16S_clip	file023_16S_clip	file024_16S_clip	file025_16S_clip	file026_16S_clip	file027_16S_clip	file028_16S_clip	file029_16S_clip	file030_16S_clip	file031_16S_clip	file032_16S_clip
asv388	1	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	690	0	2	2	0	2	1	0	1	0	3	3	0
asv389	86	13	11	0	15	0	23	0	35	35	44	44	51	22	22	19	32	95	45	0	8	47	0	0	0	4	0	39	0	0	14	1
asv390	10	44	15	0	13	8	8	0	34	15	20	23	78	7	45	156	17	93	28	0	6	22	0	0	0	12	0	15	0	0	36	0
asv391	115	15	2	2	3	1	144	2	13	6	8	13	54	8	20	30	22	196	3	0	12	10	0	1	1	8	0	8	5	0	2	0
asv392	120	3	22	0	29	0	5	0	49	20	50	47	10	50	10	16	38	22	78	0	0	40	0	0	0	5	0	37	1	0	46	1
asv393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699
asv394	65	6	5	0	11	2	17	0	19	6	15	25	111	8	13	234	22	72	14	0	1	11	0	0	0	16	0	22	0	0	1	0
asv395	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	686	0	5
asv396	171	34	1	0	2	2	87	0	13	4	11	9	54	17	32	30	3	171	5	0	19	3	0	0	0	17	0	6	0	0	4	0
asv397	0	144	1	1	59	11	28	0	19	9	0	0	0	23	28	0	21	0	1	0	48	0	0	126	85	31	0	0	0	0	60	0
asv398	38	3	6	0	7	0	4	0	29	10	33	18	12	8	2	1	21	4	13	0	2	32	0	0	0	3	391	26	0	0	18	0
asv399	28	14	1	0	1	0	36	0	1	1	5	4	166	3	26	62	2	295	2	0	7	3	0	0	0	8	0	4	0	0	5	0
asv400	0	2	0	0	0	0	2	0	2	2	0	1	2	0	0	2	1	1	0	648	0	0	0	2	0	1	0	0	0	0	0	0
asv401	113	3	21	0	52	0	4	0	44	23	45	42	8	34	1	14	53	7	62	0	2	34	0	0	0	0	0	46	0	0	57	0
asv402	45	2	25	0	19	1	9	0	49	40	52	53	18	24	7	11	73	16	55	0	2	52	0	1	0	10	0	64	0	0	35	0
asv403	146	4	10	0	22	3	9	0	24	23	29	25	19	29	5	19	56	28	19	0	4	38	1	0	84	1	0	36	0	1	21	0
asv404	134	6	15	0	25	2	6	0	40	25	44	30	18	44	12	11	73	9	25	0	3	32	0	1	0	6	0	56	0	0	37	0
asv405	76	5	24	0	17	0	6	0	30	30	50	60	13	36	4	15	41	32	78	0	3	48	0	0	0	2	0	62	0	0	18	0
asv406	0	0	0	0	1	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
asv407	162	11	8	1	8	0	44	0	11	22	9	10	34	18	15	30	17	152	14	1	11	13	0	0	0	5	0	12	0	0	18	0
asv408	1	107	0	0	10	3	178	0	17	6	1	0	5	10	97	3	10	8	0	0	71	0	0	32	0	53	0	0	0	0	14	0
asv409	70	1	11	0	33	0	4	0	35	24	43	32	4	30	2	9	46	8	39	0	3	35	0	0	0	0	1	30	1	127	34	0
asv410	72	6	16	2	30	0	4	0	55	31	39	46	13	31	5	10	31	14	66	0	4	42	0	0	0	5	0	64	0	0	25	0
asv411	0	16	0	0	0	3	102	0	0	0	0	0	14	0	16	0	2	1	0	0	14	0	0	438	0	4	0	0	0	0	1	0
asv412	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0
asv413	229	4	11	0	4	0	4	0	14	13	48	47	21	29	10	9	16	21	42	1	0	26	0	1	0	2	0	44	0	0	5	0
asv414	0	38	0	0	0	21	18	0	0	0	0	0	8	0	11	0	0	0	0	0	7	0	0	488	0	7	0	0	0	0	3	0
asv415	3	46	0	375	2	2	14	0	4	3	1	0	24	0	27	33	5	18	8	0	15	7	0	0	0	3	0	1	0	0	9	0
asv416	103	2	12	0	32	0	1	0	34	36	60	26	13	22	6	22	45	21	53	0	1	28	0	0	0	5	1	50	1	0	25	0
asv417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0
asv418	0	9	0	0	6	2	381	0	1	2	0	0	0	0	32	0	0	0	0	0	57	0	0	43	0	57	0	0	0	0	7	0
asv419	13	25	8	0	3	11	20	0	29	18	19	18	132	3	58	84	15	29	21	0	22	19	0	0	0	22	0	6	0	0	21	0
asv420	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0
asv421	265	18	2	0	3	2	54	0	6	4	10	6	34	26	21	13	16	82	3	0	2	1	0	1	0	8	0	8	0	0	3	0
asv422	0	156	0	0	3	19	125	0	5	4	0	0	4	3	25	3	9	0	0	0	54	0	0	101	0	74	0	0	0	0	3	0
asv423	22	24	11	0	10	4	14	0	20	19	28	11	104	6	27	39	19	130	23	0	15	17	0	0	0	9	0	19	0	0	14	0
asv424	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	183	0	0	386	0	0	0	0	0	0	0	0	0
asv425	80	3	13	0	25	0	6	2	49	37	59	48	8	23	11	7	55	10	20	2	2	39	0	0	0	5	0	41	0	0	28	0
asv426	20	12	17	0	22	2	15	0	24	28	32	36	42	21	18	52	29	70	52	0	6	25	0	0	0	4	0	15	1	0	24	0
asv427	26	17	29	0	13	0	3	0	46	31	53	24	19	17	17	34	38	5	61	0	7	51	0	0	0	9	0	29	0	0	37	0
asv428	0	36	0	0	0	19	58	0	0	0	0	0	0	0	23	0	0	0	0	0	12	0	0	402	0	13	0	1	0	0	0	0
asv429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0
asv430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0
asv431	0	170	0	0	3	5	62	0	2	2	1	0	1	0	48	9	3	0	0	0	41	5	0	137	0	65	0	1	0	0	2	0
asv432	30	23	0	0	1	3	52	0	1	0	1	2	95	5	18	103	1	179	3	0	13	0	0	0	0	18	0	2	0	0	4	0
asv433	28	16	0	0	0	1	34	0	2	3	0	3	126	7	17	220	1	77	0	0	2	1	1	0	0	9	0	0	0	0	4	0
asv434	55	1	1	0	3	0	5	0	16	21	8	10	128	9	10	49	10	192	7	0	1	10	0	0	0	0	0	12	0	0	2	0
asv435	142	12	11	0	13	2	4	0	15	22	35	28	18	29	6	10	42	41	33	0	3	30	0	1	0	3	0	37	0	0	9	0
asv436	17	3	30	0	13	0	1	0	62	56	33	48	11	13	0	14	52	6	54	0	1	46	0	0	4	2	0	36	0	0	44	0
asv437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0
asv438	0	56	0	0	1	6	17	0	0	0	0	0	0	0	45	0	0	0	0	0	11	0	0	378	0	28	0	0	0	0	3	0
asv439	3	0	2	0	1	0	0	0	2	4	7	2	1	7	1	0	3	4	2	0	0	1	0	0	0	0	494	1	0	0	1	0
asv440	92	13	9	0	11	3	20	0	24	14	40	19	38	12	6	39	22	59	33	0	9	20	0	0	0	4	0	28	0	0	17	0
asv441	2	11	0	0	12	0	342	0	9	7	0	0	0	5	16	2	7	0	2	0	16	0	0	76	0	17	0	0	0	0	8	0
asv442	45	1	9	0	22	0	5	0	30	7	50	27	5	14	4	5	27	5	30	163	1	33	0	0	0	1	1	23	0	0	22	0
asv443	0	83	0	0	0	19	60	0	0	0	0	0	7	0	18	7	0	2	0	0	18	0	0	289	0	20	0	0	0	0	5	0
asv444	0	0	9	0	22	0	0	0	0	16	25	0	0	7	72	162	16	188	0	7	0	0	0	0	0	0	0	0	0	0	0	0
asv445	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0
asv446	49	4	20	0	12	0	10	1	45	42	48	58	5	29	1	0	34	1	48	0	1	42	0	0	0	1	0	53	0	0	16	1
asv447	69	7	0	1	0	1	135	1	0	0	1	1	48	0	10	9	2	200	3	0	8	0	0	9	1	6	0	0	1	0	0	0
asv448	77	1	23	0	22	1	3	1	50	31	38	41	5	22	1	12	19	10	45	0	1	35	0	0	0	0	0	46	0	0	25	1
asv449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	501	0	0	0	0	0	0	0	0	0	0	0	0
asv450	0	190	2	0	9	14	54	0	4	2	0	0	2	1	83	0	11	0	0	0	37	1	0	29	0	47	0	0	0	0	14	0
asv451	160	20	2	0	1	4	98	0	7	0	3	3	29	4	16	21	0	87	4	0	10	3	0	0	0	18	0	7	0	0	1	0
asv452	83	7	11	2	28	0	9	0	27	29	34	28	10	26	3	15	52	12	34	1	1	26	0	0	0	4	2	25	0	0	25	0
asv453	154	20	0	0	1	2	107	0	1	1	5	3	12	7	14	30	2	90	5	0	10	9	0	0	0	10	0	7	0	0	2	0
asv454	44	5	29	0	4	0	14	0	17	15	31	57	14	17	22	2	11	25	81	0	1	43	0	0	0	1	0	47	0	0	11	0
asv455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0
asv456	5	18	14	0	11	2	16	0	38	25	35	26	25	13	8	29	41	32	34	0	6	29	0	0	0	4	0	29	0	0	41	0
asv457	171	1	10	0	22	0	1	0	22	17	43	39	5	27	2	5	8	0	40	0	0	16	0	0	0	0	1	40	0	0	8	0
asv458	106	4	6	0	1	0	42	0	16	8	49	4	25	16	17	16	81	42	7	0	1	1	0	0	0	8	0	18	0	0	8	0
asv459	10	11	18	1	14	0	4	0	23	19	38	34	22	8	21	25	25	23	73	0	8	34	0	0	0	2	0	30	0	0	32	0
asv460	0	0	1	0	0	0	0	0	1	5	3	4	0	2	0	0	1	0	0	0	0	2	0	0	0	0	452	0	0	0	3	0
asv461	108	7	6	0	8	3	97	0	22	5	2	2	16	32	19	12	27	53	11	0	7	4	0	0	0	18	0	10	0	0	4	0
asv462	83	2	10	0	9	0	6	0	32	21	44	34	16	16	8	26	27	18	33	0	3	31	0	0	0	1	0	40	0	0	13	0
asv463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0
asv464	80	0	7	1	5	0	4	0	13	11	13	18	13	16	1	4	21	4	19	193	0	10	2	0	1	0	2	23	0	0	3	1
asv465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0
asv466	168	9	3	0	3	0	35	0	7	3	12	24	20	29	4	3	2	75	16	0	10	13	0	0	0	4	0	16	0	0	2	0
asv467	0	79	0	0	6	6	126	0	10	4	0	1	2	10	74	0	8	3	0	0	42	0	0	30	0	45	0	0	0	0	9	0
asv468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0
asv469	72	2	17	0	20	0	0	1	32	24	47	27	4	16	4	7	34	4	42	0	2	31	0	0	0	2	0	35	0	0	26	0
asv470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0
asv471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0
asv472	300	4	4	0	9	0	5	2	9	1	8	8	5	12	3	12	11	11	7	0	0	11	2	0	1	0	0	11	0	0	2	0
asv473	32	2	9	1	20	0	3	0	33	13	24	24	6	18	3	13	27	5	23	1	1	13	125	0	0	0	0	12	2	0	25	0
asv474	99	0	10	0	16	0	0	0	31	25	42	40	4	21	0	3	15	4	38	0	1	31	0	0	0	1	0	31	0	0	21	0
asv475	0	56	0	0	0	5	44	0	1	2	0	0	1	2	60	0	1	0	0	0	37	0	0	181	0	43	0	0	0	0	0	0
asv476	0	0	0	35	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
asv477	20	32	0	0	16	2	18	0	4	9	2	3	12	12	5	12	13	8	2	0	9	16	0	1	0	7	0	7	0	216	4	0
asv478	60	5	0	0	0	0	9	0	10	7	16	20	76	5	20	34	5	115	5	0	1	14	0	0	0	1	0	24	0	0	2	0
asv479	2	43	2	1	18	0	192	0	12	4	1	2	6	16	19	3	8	21	2	0	25	1	0	30	0	14	0	1	0	0	6	0
asv480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	422	0	0
asv481	110	22	5	0	8	0	9	0	12	8	19	9	5	13	3	8	17	5	15	109	2	9	0	16	0	2	1	13	0	0	4	0
asv482	0	19	4	0	68	0	9	0	42	19	11	12	7	9	5	1	75	2	13	0	8	12	0	5	0	6	0	8	0	0	88	0
asv483	12	0	0	0	2	0	0	0	10	5	3	9	0	13	0	0	8	0	5	0	0	4	340	0	0	1	0	5	0	0	5	0
asv484	153	2	10	0	19	0	0	0	13	10	50	17	0	31	0	3	12	0	35	0	1	22	0	0	0	0	0	38	0	0	5	0
asv485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0
asv486	21	16	6	0	6	0	58	0	9	4	6	6	30	3	18	23	9	47	12	0	12	3	0	2	0	13	98	5	0	0	4	0
asv487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0
asv488	89	2	7	0	23	0	2	1	35	19	29	35	4	23	3	8	27	0	23	0	1	18	0	0	0	1	0	22	1	0	37	0
asv489	5	22	16	0	15	3	48	0	28	8	12	6	4	18	18	18	23	32	41	1	4	18	0	1	0	12	0	13	1	0	43	0
asv490	0	38	1	0	25	4	18	0	49	39	0	0	0	8	38	0	67	0	0	0	11	0	0	17	0	20	0	0	0	0	75	0
asv491	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	404	0	0	0
asv492	39	56	4	0	5	3	55	0	26	12	25	12	6	17	1	14	24	1	26	0	18	24	0	0	0	4	0	16	0	0	15	0
asv493	3	17	14	5	14	5	13	2	16	6	27	9	39	5	30	47	16	23	22	0	14	27	0	0	0	6	8	11	0	0	22	0
asv494	286	1	2	1	2	0	8	1	2	1	4	6	6	19	0	7	8	16	9	0	0	3	1	0	0	0	0	11	2	0	4	0
asv495	73	1	11	0	23	0	5	0	36	20	31	22	6	10	4	4	27	18	29	0	0	15	0	0	0	1	0	40	0	0	24	0
asv496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0
asv497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0
asv498	0	117	0	0	4	10	20	0	4	1	0	0	2	1	89	0	1	0	0	0	45	0	0	69	0	24	0	0	0	0	8	0
asv499	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	2	0
asv500	11	10	16	0	24	0	1	0	36	22	28	39	6	16	3	10	21	3	42	0	2	52	0	1	0	1	0	25	0	0	24	0
asv501	45	3	14	0	25	0	2	0	34	7	29	34	7	27	1	11	41	6	19	0	0	12	1	0	0	0	1	35	0	0	37	0
asv502	22	2	0	0	0	0	198	0	0	0	0	0	25	2	14	6	0	104	0	0	7	0	0	3	0	4	0	2	0	0	2	0
asv503	15	2	19	0	11	0	3	0	27	34	42	37	5	14	3	5	21	9	44	0	0	37	0	0	0	1	0	29	0	0	31	1
asv504	5	11	8	0	8	1	9	0	15	14	27	17	48	4	13	55	6	55	25	0	5	30	0	0	0	5	0	10	0	0	16	0
asv505	0	72	0	0	0	6	67	0	1	0	0	0	0	1	7	0	3	0	0	0	13	0	0	207	0	9	0	0	0	0	0	0
asv506	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	7	8	0	348
asv507	102	2	2	0	20	0	7	0	30	15	29	19	11	13	10	23	20	8	16	0	2	19	1	0	0	2	0	18	1	0	8	0
asv508	62	1	8	0	21	0	9	0	15	12	33	26	17	14	11	13	19	47	20	0	1	21	0	0	0	0	0	15	0	0	13	0
asv509	0	0	0	324	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	10	0	40
asv510	0	87	0	0	2	6	50	0	2	1	0	0	6	6	13	1	10	2	0	0	2	0	0	171	0	12	0	1	0	0	4	0
asv511	0	1	1	0	0	0	0	0	0	335	0	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
asv512	12	2	9	0	15	0	1	0	42	24	22	31	7	12	8	24	25	8	48	0	1	26	0	1	0	5	0	6	0	0	43	0
asv513	0	0	0	47	0	0	0	32	0	0	0	0	0	0	0	0	0	1	0	1	0	0	35	0	5	0	17	0	95	8	0	131
asv514	55	1	8	0	16	0	1	0	33	9	37	14	11	11	4	21	27	14	21	0	0	30	0	0	0	9	0	24	0	0	23	0
asv515	25	1	17	0	6	0	0	0	26	15	36	35	2	9	3	4	28	1	53	0	0	50	0	0	0	2	0	34	0	0	22	0
asv516	61	3	0	0	1	0	54	0	3	0	0	3	38	0	9	6	3	128	3	0	1	0	0	0	1	3	47	1	1	1	0	0
asv517	0	39	0	0	0	5	31	0	0	0	0	0	20	0	41	27	0	11	0	0	13	0	1	161	0	16	0	0	0	0	1	0
asv518	49	6	6	0	23	1	4	1	18	17	26	22	13	15	5	9	39	11	30	0	5	13	0	0	0	0	0	27	0	0	23	0
asv519	1	38	2	0	4	2	28	0	2	6	11	4	65	1	18	63	10	50	10	0	24	3	0	1	0	7	0	3	0	0	10	0
asv520	105	30	7	0	4	2	3	0	11	15	25	9	9	21	1	5	24	8	17	1	1	12	0	13	0	6	1	22	0	0	6	0
asv521	158	32	4	0	2	3	31	0	5	0	0	2	14	0	16	0	2	0	2	0	59	0	0	8	0	11	1	0	0	0	7	0
asv522	54	4	8	1	15	0	1	0	24	4	42	16	4	21	6	7	21	10	26	0	1	34	0	1	0	0	1	28	0	0	24	0
asv523	88	1	5	0	15	1	3	0	22	16	24	24	8	19	1	12	33	11	15	0	1	20	0	0	0	0	0	17	0	0	16	0
asv524	0	0	0	5	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	4	0	0	23	0	7
asv525	0	21	0	0	1	7	17	0	1	1	0	0	4	0	4	0	1	0	1	0	6	0	0	39	229	8	0	0	0	0	6	0
asv526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346
asv527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	5	0	0	0	0	0	0	0
asv528	34	11	1	0	6	0	27	0	11	9	6	4	40	18	9	15	19	89	7	0	5	2	0	0	0	6	0	14	0	0	7	0
asv529	78	1	9	0	30	0	2	0	25	13	15	20	2	14	2	5	26	1	20	0	0	16	0	0	0	1	0	32	0	0	27	0
asv530	112	6	5	0	8	0	10	0	12	20	11	10	17	27	3	13	22	20	5	0	0	11	0	0	0	0	0	17	0	0	8	0
asv531	53	1	15	0	15	0	0	0	16	26	23	25	3	8	6	6	29	0	37	0	0	22	0	0	0	0	0	26	0	0	26	0
asv532	7	19	2	0	4	2	20	0	4	4	3	0	72	1	38	58	0	74	5	0	3	1	0	1	0	12	0	0	0	0	6	0
asv533	0	94	0	0	1	11	51	0	8	1	0	0	0	1	46	2	9	0	0	0	73	0	0	11	0	20	0	0	0	0	8	0
asv534	18	6	2	1	0	1	45	0	2	0	1	4	64	2	32	70	0	57	5	0	8	1	0	0	0	14	0	1	0	0	1	0
asv535	86	20	6	0	8	1	25	0	10	4	6	7	31	4	13	30	9	26	8	0	10	6	0	0	1	4	0	10	0	0	9	0
asv536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0
asv537	7	15	2	0	4	2	34	0	8	8	7	2	50	1	23	49	13	29	7	0	29	5	0	1	0	20	0	8	0	0	7	0
asv538	20	3	2	0	3	0	1	0	2	2	0	3	1	1	0	2	1	1	0	278	0	3	0	0	0	1	0	0	0	0	3	0
asv539	154	1	3	5	2	0	3	0	8	6	26	20	19	12	0	2	6	2	9	0	0	19	1	5	0	0	0	17	2	0	4	0
asv540	53	1	13	0	15	0	1	0	23	12	18	19	3	23	3	1	28	5	27	0	1	16	0	0	0	3	0	26	0	0	35	0
asv541	83	13	1	0	0	1	34	0	14	6	9	4	18	9	19	20	19	52	6	0	4	2	0	1	0	6	0	2	0	0	2	0
asv542	45	4	4	0	8	1	7	0	18	24	25	19	20	21	6	1	30	11	26	0	0	22	0	0	0	3	0	21	0	0	9	0
asv543	0	0	6	1	1	0	0	0	2	0	0	1	1	0	0	2	2	1	3	289	0	2	2	0	1	0	1	2	0	1	6	0
asv544	1	0	1	34	1	0	0	4	4	1	7	0	0	3	0	1	5	0	6	116	0	3	28	0	60	0	6	1	0	37	4	0
asv545	0	0	0	1	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0
asv546	82	13	2	0	0	1	22	0	3	3	7	5	44	7	8	30	10	49	8	0	4	4	0	0	0	6	0	7	0	0	5	0
asv547	73	8	1	0	2	0	22	0	9	8	16	6	22	13	13	34	28	35	10	0	2	6	0	0	0	3	0	6	0	0	2	0
asv548	10	0	18	0	7	0	0	0	24	26	30	22	2	25	0	1	19	1	48	0	0	31	0	0	0	0	0	25	0	0	29	0
asv549	0	1	0	0	0	0	6	0	1	1	0	0	3	0	1	1	3	3	0	0	0	0	0	2	0	0	0	0	0	292	3	0
asv550	16	1	19	0	15	0	1	0	25	26	33	21	4	13	1	7	24	0	44	0	2	24	0	0	0	1	0	23	0	0	15	0
asv551	59	0	7	0	24	0	0	1	19	7	24	30	5	16	1	4	20	1	27	0	1	22	0	0	0	1	0	21	0	0	23	0
asv552	0	4	0	0	2	0	155	0	2	7	0	0	1	0	9	0	0	0	0	0	12	0	0	102	0	16	0	0	0	0	3	0
asv553	0	18	0	0	1	2	198	0	0	0	0	0	0	1	19	0	4	0	0	0	15	0	0	37	0	14	0	0	0	0	3	0
asv554	51	2	3	0	17	0	2	0	20	18	22	25	6	13	6	8	30	16	18	0	2	19	0	0	0	1	0	17	1	0	12	1
asv555	0	70	0	0	0	2	40	0	1	0	0	0	0	2	15	0	2	0	0	0	12	0	0	149	0	17	0	0	0	0	0	0
asv556	49	4	8	0	18	0	0	0	22	16	16	22	4	16	3	4	20	8	25	0	1	16	1	2	0	0	0	22	0	0	31	0
asv557	70	1	10	0	8	0	1	0	21	15	23	33	12	12	3	8	13	5	20	0	1	13	0	0	0	2	0	25	0	0	9	0
asv558	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	6
asv559	118	0	4	0	2	0	5	0	12	14	9	9	7	25	5	10	21	8	8	0	0	15	0	0	0	1	0	18	0	0	9	0
asv560	47	2	5	0	13	0	8	0	21	18	16	22	8	17	7	6	20	4	24	0	1	21	0	0	0	2	0	22	0	0	16	0
asv561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
asv562	16	32	0	0	0	6	43	0	0	0	0	0	22	0	66	43	0	16	0	0	23	0	0	0	0	30	0	0	0	0	2	0
asv563	1	26	0	0	1	16	48	0	1	0	0	0	6	3	24	2	2	0	0	0	14	0	0	141	0	4	0	0	0	0	7	0
asv564	51	2	9	0	14	0	1	0	19	12	15	21	1	20	4	8	26	10	14	0	2	25	0	0	0	0	0	19	0	0	21	0
asv565	16	6	3	0	0	0	15	0	2	1	7	6	79	0	12	50	2	70	5	0	1	8	0	0	0	2	0	4	0	0	4	0
asv566	0	37	0	0	0	2	9	0	0	0	0	0	1	0	33	0	0	0	0	0	5	0	0	200	0	6	0	0	0	0	0	0
asv567	45	5	4	0	21	0	1	0	23	12	20	25	4	9	1	2	31	0	35	0	1	15	0	0	0	0	1	13	1	0	23	0
asv568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	1	0	0	0	0	0	0	0
asv569	0	33	0	0	20	6	12	0	13	7	4	6	17	2	25	18	19	5	4	0	15	10	0	33	0	8	0	3	0	0	30	0
asv570	4	38	0	0	0	6	8	0	2	1	0	1	37	1	18	88	5	53	4	0	8	1	0	0	0	12	0	1	0	0	1	0
asv571	70	1	13	0	17	0	1	0	9	17	28	14	4	26	0	2	17	4	11	0	1	18	0	0	0	2	0	13	0	0	20	0
asv572	0	32	0	0	0	2	9	0	0	0	0	0	7	0	35	0	0	0	0	0	20	0	0	145	0	38	0	0	0	0	0	0
asv573	98	2	1	0	1	0	25	0	3	0	2	7	13	12	6	9	11	64	4	0	7	1	0	0	0	10	0	5	0	0	5	0
asv574	47	1	6	1	13	0	1	0	22	19	15	22	6	15	4	7	22	5	26	0	2	16	0	1	0	1	2	15	0	1	13	0
asv575	30	4	4	0	0	0	23	0	7	11	9	10	36	4	13	15	8	82	6	0	5	5	0	0	0	2	0	9	0	0	0	0
asv576	0	2	9	9	12	0	0	3	7	6	3	7	1	2	1	9	6	1	24	60	1	10	33	0	5	0	33	10	3	17	9	0
asv577	24	0	8	1	12	0	13	0	22	17	21	22	13	9	0	2	13	21	19	0	1	25	1	0	0	0	0	24	0	0	10	0
asv578	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
asv579	15	27	0	0	0	13	42	0	0	0	0	0	28	0	57	28	0	9	0	0	19	0	0	1	0	36	0	0	0	0	1	0
asv580	2	23	1	0	2	2	7	0	9	3	5	2	40	4	16	60	7	45	14	0	4	5	0	0	0	7	0	5	0	0	13	0
asv581	13	7	9	0	17	0	2	0	30	17	26	24	10	7	4	4	20	2	12	0	3	12	0	0	0	3	0	23	0	0	30	0
asv582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
asv583	17	7	3	1	8	0	57	0	15	13	6	9	28	9	3	48	11	3	10	0	7	4	0	0	0	3	0	6	0	0	6	0
asv584	16	0	10	0	10	0	0	0	24	13	25	27	2	15	1	2	21	1	33	0	0	29	0	0	0	1	0	27	0	0	17	0
asv585	6	7	7	0	14	1	1	0	20	21	14	19	16	6	5	37	4	36	8	0	1	19	0	0	0	1	0	10	0	0	21	0
asv586	35	2	8	0	11	0	3	0	29	13	23	17	5	13	5	8	22	8	13	0	3	16	1	0	0	0	0	22	0	0	16	0
asv587	38	3	9	0	18	0	2	0	18	16	16	23	3	12	5	11	23	0	17	0	3	18	0	0	0	0	0	18	0	0	19	0
asv588	13	0	11	0	8	0	0	0	22	18	23	39	8	13	1	5	9	0	38	0	0	27	0	0	0	0	0	26	0	0	11	0
