file001_16S_clip	file002_16S_clip	file003_16S_clip	file004_16S_clip	file005_16S_clip	file006_16S_clip	file007_16S_clip	file008_16S_clip	file009_16S_clip	file010_16S_clip	file011_16S_clip	file012_16S_clip	file013_16S_clip	file014_16S_clip	file015_16S_clip	file016_16S_clip	file017_16S_clip	file018_16S_clip	file019_16S_clip	file020_16S_clip	file021_16S_clip	file022_16S_clip	file023_16S_clip	file024_16S_clip	file025_16S_clip	file026_16S_clip	file027_16S_clip	file028_16S_clip	file029_16S_clip	file030_16S_clip	file031_16S_clip	file032_16S_clip
asv790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	130
asv791	15	2	1	0	0	0	24	0	2	2	1	0	21	0	12	14	2	25	1	0	5	0	0	0	0	1	0	2	0	0	0	0
asv792	7	4	0	0	2	0	8	0	2	0	3	2	10	3	5	47	4	20	5	0	0	1	0	2	0	1	0	3	0	0	1	0
asv793	17	2	2	0	8	0	1	0	8	4	11	11	1	9	0	1	12	3	6	0	1	10	1	0	0	1	0	13	0	0	7	0
asv794	0	14	0	0	4	4	9	0	13	3	0	0	0	1	10	0	13	0	0	0	10	0	0	11	0	6	0	0	0	0	31	0
asv795	2	5	0	0	0	1	24	0	0	0	0	0	20	0	19	4	0	15	0	1	22	0	0	2	0	11	0	0	0	0	2	0
asv796	0	0	6	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
asv797	28	4	3	0	0	0	16	0	2	0	0	2	15	1	5	12	0	37	0	0	1	0	0	0	0	0	0	0	0	0	1	0
asv798	15	0	5	0	4	0	4	0	7	8	9	14	0	6	3	0	9	1	11	0	1	15	0	0	0	0	0	10	0	0	5	0
asv799	9	2	2	0	0	2	25	0	3	2	2	0	21	1	11	5	1	29	1	0	5	0	0	1	0	2	0	2	0	0	1	0
asv800	0	6	0	0	0	0	79	0	0	0	0	0	3	1	5	0	0	0	0	0	2	0	0	30	0	1	0	0	0	0	0	0
asv801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	1	0	0	0
asv802	18	1	4	0	0	0	7	0	7	7	6	1	11	10	1	11	15	4	7	0	1	5	0	0	0	2	0	6	0	0	2	0
asv803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
asv804	26	3	1	1	1	1	10	0	4	1	5	2	10	10	5	13	3	18	3	0	1	2	0	0	0	1	0	3	0	0	0	0
asv805	21	0	3	0	6	1	0	0	8	6	9	11	2	4	1	2	13	2	7	0	2	7	1	0	0	1	0	8	0	0	9	0
asv806	0	21	0	0	0	1	5	0	0	0	0	0	24	0	18	24	0	13	0	0	7	0	0	0	0	10	0	0	0	0	1	0
asv807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
asv808	20	3	3	0	8	0	0	0	12	5	1	11	3	6	0	8	7	5	10	0	0	8	0	0	0	1	0	6	0	0	6	0
asv809	14	1	3	0	3	1	4	0	7	3	7	10	4	9	2	1	11	12	8	0	0	11	0	0	0	2	0	6	0	0	4	0
asv810	62	0	0	0	0	0	9	0	1	0	2	1	9	6	2	4	5	16	1	0	0	1	0	0	0	2	0	0	0	0	1	0
asv811	28	1	2	0	5	0	3	0	3	8	8	14	0	8	1	4	8	7	7	0	0	3	0	0	0	1	0	7	0	0	4	0
asv812	3	17	0	0	0	0	12	0	0	0	2	0	24	1	9	7	2	26	2	0	12	0	0	0	0	3	0	0	0	0	2	0
asv813	0	10	0	0	0	0	30	0	2	2	0	0	10	2	5	0	7	9	2	0	18	0	0	16	0	9	0	0	0	0	0	0
asv814	11	1	0	0	1	1	6	0	1	0	0	2	14	4	7	24	0	34	5	0	1	0	0	1	0	3	0	1	0	0	3	0
asv815	0	47	0	0	0	4	8	0	0	0	0	0	0	0	18	0	0	0	0	0	8	0	0	32	0	3	0	0	0	0	0	0
asv816	0	11	0	0	0	1	28	0	4	4	0	0	0	0	13	0	5	0	0	0	7	0	0	18	0	27	0	0	0	0	2	0
asv817	65	0	1	0	1	0	0	0	7	4	5	6	0	3	0	0	9	1	5	0	0	6	0	0	0	0	0	2	0	1	1	0
asv818	24	1	4	0	6	0	0	0	3	4	11	10	2	7	1	0	11	1	8	0	1	4	0	0	0	0	0	8	0	0	11	0
asv819	34	3	0	0	0	0	15	0	1	2	3	3	11	2	2	1	1	29	3	0	1	2	0	0	0	0	0	1	0	0	2	0
asv820	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	1	0	0	0	0	0	0	1	0	0
asv821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
asv822	5	0	6	0	2	0	4	1	8	8	13	14	3	2	2	0	8	5	10	0	0	10	0	0	0	0	0	8	0	0	5	1
asv823	3	2	3	0	0	1	5	0	12	5	9	11	6	1	5	9	8	4	11	0	0	8	0	0	0	3	0	3	0	0	6	0
asv824	0	20	0	0	4	3	10	0	7	0	0	1	5	0	8	1	3	10	0	0	13	0	0	18	0	3	0	2	0	0	7	0
asv825	15	3	2	0	0	1	28	0	5	3	7	2	5	5	2	0	8	9	2	0	5	4	1	1	0	1	0	3	0	0	2	0
asv826	9	1	4	0	11	0	1	0	12	10	14	5	1	2	1	1	6	2	6	0	2	4	0	0	0	0	0	11	0	0	11	0
asv827	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
asv828	26	0	2	0	4	0	0	0	15	13	8	2	1	7	0	3	13	2	4	0	0	5	0	0	0	0	0	5	0	0	3	0
asv829	22	0	2	0	1	0	1	0	17	7	9	6	2	3	1	1	15	6	4	0	1	8	0	0	0	0	0	4	0	0	3	0
asv830	12	0	4	0	11	0	0	0	14	3	11	10	1	4	1	5	4	1	10	0	0	12	0	0	0	0	0	5	0	0	5	0
asv831	1	9	0	0	1	2	3	0	2	0	0	0	13	0	8	39	1	22	1	0	3	0	0	0	0	6	0	0	0	0	2	0
asv832	1	2	5	0	6	0	1	0	13	9	10	9	6	3	1	0	9	5	16	0	0	5	0	0	0	1	0	8	0	0	3	0
asv833	9	1	1	0	2	1	0	0	6	4	8	9	8	7	2	3	5	18	4	0	0	7	0	0	0	2	0	9	0	0	6	0
asv834	1	0	6	0	3	0	0	0	9	6	20	7	1	7	0	1	8	0	12	0	1	9	0	0	0	0	0	9	0	0	12	0
asv835	0	12	0	0	0	0	13	0	4	1	0	2	12	0	21	24	0	14	2	0	5	0	0	0	0	2	0	0	0	0	0	0
asv836	3	1	7	0	5	0	0	0	13	3	5	5	0	1	0	4	6	3	19	0	0	15	0	0	0	1	0	4	0	0	16	0
asv837	2	3	0	2	0	1	19	0	1	1	1	1	20	0	2	6	1	47	2	0	1	0	0	0	0	1	0	0	0	0	0	0
asv838	1	6	0	0	0	1	57	0	4	2	0	0	0	3	7	0	2	0	0	0	13	0	0	7	0	6	0	0	0	0	2	0
asv839	0	14	0	0	1	1	9	0	0	0	0	0	0	0	20	0	5	0	0	0	6	0	0	47	0	8	0	0	0	0	0	0
asv840	18	1	1	0	4	0	4	0	7	3	7	9	2	5	0	2	7	5	12	0	0	7	0	0	0	0	0	6	1	0	9	0
asv841	1	2	0	0	1	0	85	0	2	0	0	0	0	0	5	0	0	0	0	0	1	0	0	4	0	9	0	0	0	0	0	0
asv842	45	2	0	0	0	0	0	0	5	2	3	2	6	4	1	5	10	2	8	0	2	5	0	0	0	3	0	2	0	0	2	0
asv843	22	1	0	0	0	0	21	0	0	0	0	0	16	0	3	7	0	34	0	0	5	0	0	0	0	0	0	0	0	0	0	0
asv844	12	3	0	0	0	0	38	0	0	0	0	0	17	0	4	11	1	4	1	0	8	0	0	0	1	5	0	0	2	0	2	0
asv845	11	1	3	0	4	0	0	0	6	13	12	5	0	3	1	2	5	1	18	0	0	8	0	0	0	1	0	9	0	0	6	0
asv846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
asv847	18	0	4	0	8	0	0	0	3	3	6	5	1	8	0	1	10	4	7	0	0	11	0	0	0	1	0	5	0	0	13	0
asv848	1	2	2	0	5	0	2	0	14	3	1	9	9	2	6	3	6	8	15	0	1	10	0	1	0	0	0	2	0	0	6	0
asv849	1	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
asv850	13	1	3	0	8	0	3	0	4	4	8	7	2	6	0	1	10	0	5	0	0	5	0	2	0	2	0	12	0	0	11	0
asv851	4	1	0	0	1	2	28	0	9	2	0	8	10	1	1	12	1	4	5	0	2	3	0	0	0	3	0	6	0	0	3	0
asv852	3	3	0	0	3	0	0	0	12	6	4	13	0	3	0	7	9	0	12	0	3	10	0	0	0	0	0	2	0	0	15	0
asv853	2	0	2	0	2	0	4	0	6	3	8	6	9	6	6	13	3	10	5	0	0	11	0	0	0	1	0	7	0	0	1	0
asv854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
asv855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	1
asv856	44	4	2	0	0	0	1	0	2	5	4	3	5	1	1	6	6	6	4	1	0	4	0	0	0	2	0	3	0	0	0	0
asv857	28	1	1	0	3	0	13	0	3	1	7	4	1	7	3	2	1	15	3	0	0	2	0	0	0	2	0	2	0	0	4	0
asv858	18	2	0	0	0	0	15	0	1	0	1	4	12	1	5	4	0	36	2	0	2	0	0	0	0	0	0	0	0	0	0	0
asv859	13	3	0	0	0	1	11	0	0	0	0	0	25	0	9	8	1	28	0	0	0	0	0	0	0	4	0	0	0	0	0	0
asv860	11	2	0	0	0	3	44	0	0	0	0	0	3	0	1	1	0	24	0	0	0	0	0	13	0	1	0	0	0	0	0	0
asv861	4	9	0	0	0	3	12	0	0	0	0	0	9	0	3	12	0	6	1	0	4	0	0	34	0	5	0	1	0	0	0	0
asv862	14	1	2	0	10	0	0	0	5	1	12	9	2	8	1	0	9	0	6	0	0	2	0	0	0	2	0	10	0	0	8	0
asv863	26	1	4	0	1	0	2	0	6	3	7	10	1	8	2	0	6	5	2	0	1	7	0	0	0	0	0	6	0	0	3	0
asv864	17	1	1	0	1	1	6	0	3	0	2	2	14	3	7	7	2	29	1	0	0	0	0	0	0	1	0	2	0	0	1	0
asv865	27	0	1	0	3	0	2	0	9	5	14	2	0	6	1	1	7	0	5	0	0	4	0	0	0	1	0	8	0	0	4	0
asv866	7	2	1	0	4	0	0	0	7	7	5	8	2	2	2	0	7	0	18	0	0	7	0	0	0	0	0	12	0	0	9	0
asv867	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv868	4	3	4	0	1	0	2	0	6	4	9	8	6	2	4	4	2	10	7	0	0	8	0	0	0	0	0	6	0	0	8	0
asv869	0	2	6	0	5	0	1	0	8	8	11	8	1	6	0	0	4	3	11	0	0	10	0	0	0	0	0	5	0	0	9	0
asv870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0
asv871	16	0	2	0	4	0	1	0	16	4	5	12	1	5	0	0	7	0	12	0	0	4	0	0	0	0	0	4	0	1	3	0
asv872	2	28	3	0	5	2	0	0	4	1	0	5	3	0	1	11	5	0	5	0	1	4	0	10	0	2	0	1	0	0	4	0
asv873	1	22	0	0	3	1	9	0	3	4	0	2	6	1	10	1	8	6	1	0	2	0	0	4	0	3	0	0	0	0	10	0
asv874	0	1	0	0	2	1	36	0	5	1	0	0	2	3	4	0	7	0	0	0	2	0	0	29	0	3	0	0	0	0	1	0
asv875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	1	0
asv876	20	2	1	0	4	0	0	0	5	3	4	6	3	6	0	3	9	0	11	0	0	5	0	0	0	0	1	6	0	0	7	0
asv877	2	2	0	0	0	1	6	0	2	1	0	0	17	0	5	40	1	1	1	0	1	3	0	9	0	1	0	0	0	0	3	0
asv878	39	1	2	0	1	0	8	0	1	3	4	2	3	2	4	0	5	13	3	0	1	0	0	0	0	0	0	1	0	0	2	0
asv879	3	0	4	0	6	0	0	0	12	2	6	8	1	2	1	3	4	0	17	0	0	3	0	0	0	1	0	6	0	0	16	0
asv880	0	32	0	0	0	0	33	0	0	0	0	0	1	0	2	0	0	2	0	0	18	0	0	1	0	6	0	0	0	0	0	0
asv881	0	6	0	0	0	3	12	0	0	0	0	0	2	0	2	0	0	0	0	0	9	0	0	59	0	1	0	0	0	0	1	0
asv882	27	2	0	0	1	0	7	0	1	1	1	0	7	3	3	6	2	20	4	0	3	3	0	0	0	1	0	0	0	0	2	0
asv883	0	8	1	0	2	0	3	0	10	2	5	2	12	0	1	8	6	11	4	0	0	1	0	4	0	0	0	5	0	0	9	0
asv884	31	3	3	0	3	0	1	0	6	5	2	3	0	5	1	0	1	0	15	0	0	5	0	0	0	0	0	5	1	0	3	0
asv885	7	6	0	0	0	0	15	0	1	0	0	1	10	0	9	10	1	21	0	0	3	2	0	3	0	4	0	0	0	0	0	0
asv886	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv887	1	5	0	0	1	0	5	0	2	0	0	0	22	1	3	38	0	9	0	0	0	0	0	0	0	4	0	1	0	0	0	0
asv888	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	66	0	7	0	0	0	0	0	0
asv889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	1	0	0	0	0	2	0	0	0	0
asv890	55	0	0	0	3	0	5	0	2	0	1	0	6	1	0	0	2	10	3	0	0	1	0	0	0	0	0	0	0	0	2	0
asv891	20	0	6	0	3	0	1	0	4	4	6	5	0	6	4	0	10	0	8	0	0	3	0	0	0	0	0	5	0	0	6	0
asv892	15	3	2	0	0	0	2	0	4	1	0	3	13	2	1	23	3	3	7	0	0	2	0	0	0	1	0	3	0	0	3	0
asv893	8	4	0	1	0	0	31	0	0	0	0	1	7	0	14	7	1	6	0	0	7	0	0	2	0	0	0	0	1	0	1	0
asv894	6	0	2	0	5	0	2	0	9	7	7	7	2	4	1	5	5	2	6	0	0	5	0	0	0	0	0	7	0	2	7	0
asv895	5	0	3	0	2	0	0	0	8	5	11	7	2	1	2	0	10	3	7	0	2	5	0	0	0	3	0	9	0	0	6	0
asv896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	1	0	0	0	0	0	0	0
asv897	11	0	5	0	5	1	0	0	8	7	2	11	1	12	0	0	5	0	5	0	0	3	0	0	0	0	0	2	0	0	12	0
asv898	9	1	2	0	5	0	0	2	7	1	8	6	2	8	0	0	7	0	11	0	0	6	0	0	0	0	0	9	0	0	6	0
asv899	1	0	0	0	0	0	47	0	1	0	0	0	5	0	2	0	0	31	0	0	2	0	0	1	0	0	0	0	0	0	0	0
asv900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	1	0	0	0
asv901	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	82	0	0
asv902	0	0	0	0	0	0	49	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	33	0	2	0	0	0	0	0	0
asv903	18	0	1	1	6	0	0	1	6	2	4	6	0	4	0	0	11	3	5	0	1	7	0	0	0	1	0	7	0	0	4	0
asv904	14	1	1	0	3	0	0	0	3	4	8	6	1	4	1	1	5	0	14	0	1	6	0	0	0	2	0	7	0	0	6	0
asv905	0	3	0	1	0	1	58	0	1	0	0	0	0	2	3	0	2	0	0	0	6	0	0	6	0	5	0	0	0	0	0	0
asv906	1	2	0	0	6	0	0	0	8	6	7	8	1	1	1	0	14	1	5	0	0	9	0	0	0	2	0	3	0	1	11	0
asv907	0	11	0	0	1	3	43	0	1	0	0	0	0	0	3	0	0	8	0	0	4	0	0	8	0	4	0	0	0	0	1	0
asv908	0	4	0	0	0	2	12	0	0	0	0	0	1	1	11	5	0	7	0	0	1	0	0	37	0	6	0	0	0	0	0	0
asv909	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0
asv910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
asv911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
asv912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
asv913	19	1	2	1	3	0	3	0	4	2	8	4	1	3	1	2	3	2	8	0	1	7	0	0	0	0	0	11	0	0	0	0
asv914	6	4	0	0	0	0	6	0	0	0	0	0	16	2	1	13	0	34	0	0	1	0	0	0	0	3	0	0	0	0	0	0
asv915	45	3	1	0	0	0	3	0	1	1	4	4	3	3	0	0	0	11	2	0	0	2	0	0	0	1	0	1	0	0	0	0
asv916	21	1	1	0	1	0	6	0	6	1	2	3	4	4	2	1	1	17	3	0	2	5	0	0	0	0	0	3	0	0	1	0
asv917	0	0	1	0	0	0	48	0	0	1	0	0	0	1	2	0	0	6	0	0	3	0	0	11	0	11	0	0	0	0	1	0
asv918	21	2	0	0	0	0	36	0	1	0	0	0	6	0	3	1	2	7	0	0	1	0	0	3	0	1	0	0	0	0	0	0
asv919	14	1	2	0	5	0	0	0	4	7	4	1	2	7	0	0	13	3	3	0	1	4	0	2	0	0	0	3	1	0	7	0
asv920	13	1	0	0	4	0	1	0	9	1	4	6	0	10	0	0	5	2	7	0	0	1	0	0	0	1	0	9	0	0	10	0
asv921	0	6	1	0	1	1	1	0	2	0	4	1	17	0	3	14	2	19	7	0	1	1	0	0	0	0	0	0	0	0	3	0
asv922	2	1	2	0	5	0	1	0	15	1	4	6	1	3	1	7	4	4	6	0	0	9	0	0	0	1	0	1	0	0	9	0
asv923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
asv924	40	0	3	0	3	0	0	0	4	2	3	1	1	5	1	1	3	1	3	0	0	0	0	0	1	0	0	4	0	0	6	0
asv925	15	0	5	0	4	0	0	0	6	2	4	5	2	6	0	0	6	5	5	0	0	5	0	0	0	1	0	6	0	0	5	0
asv926	0	19	0	0	2	2	15	0	4	0	0	0	1	6	1	0	9	2	0	0	2	0	0	14	0	4	0	0	0	0	1	0
asv927	0	3	0	0	0	4	2	0	0	0	0	0	0	0	1	6	0	0	0	0	2	0	0	61	0	3	0	0	0	0	0	0
asv928	26	1	0	0	1	0	1	0	5	2	12	3	2	4	0	1	3	3	8	0	0	5	0	0	0	0	0	4	0	0	0	0
asv929	11	0	4	0	5	0	0	0	4	1	2	5	1	5	0	2	16	0	6	0	0	6	0	0	0	1	0	7	0	0	5	0
asv930	9	2	3	0	3	0	15	0	3	6	2	6	4	1	1	9	2	6	5	0	1	1	0	0	0	0	0	1	0	0	1	0
asv931	60	0	0	0	1	0	0	0	1	0	0	2	1	4	1	0	2	4	0	0	0	1	0	0	0	0	0	3	0	0	0	0
asv932	11	3	2	0	2	0	1	0	2	0	2	6	7	1	2	3	8	6	2	0	0	11	0	0	0	0	0	7	0	0	4	0
asv933	2	7	0	0	0	1	37	0	1	0	0	1	4	1	4	3	0	5	0	0	8	0	0	5	0	1	0	0	0	0	0	0
asv934	1	9	0	0	0	2	18	0	0	0	0	0	0	0	3	0	1	2	2	0	8	0	0	26	0	7	1	0	0	0	0	0
asv935	0	8	0	0	0	0	32	0	0	0	0	0	1	0	5	0	0	0	0	0	10	0	0	19	0	5	0	0	0	0	0	0
asv936	0	5	0	0	7	0	31	0	8	1	0	0	0	1	8	0	6	0	0	0	7	0	0	3	0	1	0	0	0	0	2	0
asv937	8	0	3	0	5	0	1	0	6	2	4	5	6	6	1	0	4	0	8	0	0	3	0	0	0	0	0	4	0	0	13	0
asv938	5	11	0	0	0	1	6	0	0	0	0	0	3	0	13	1	0	0	0	0	15	0	0	11	0	13	0	0	0	0	0	0
asv939	0	37	0	0	1	0	9	0	1	0	0	0	0	0	8	2	0	0	0	0	9	0	0	5	0	4	0	0	0	0	3	0
asv940	0	26	0	0	0	1	10	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	20	0	10	0	0	0	0	0	0
asv941	0	1	4	0	1	0	1	0	4	11	7	6	0	2	1	2	2	1	13	0	0	8	0	0	0	1	0	8	0	0	6	0
asv942	15	0	2	1	0	0	0	0	4	1	8	7	3	5	2	1	3	0	9	0	1	5	0	0	0	0	0	8	0	0	3	0
asv943	15	2	0	0	0	0	7	0	1	2	0	0	11	7	10	2	2	11	2	0	2	0	0	0	0	0	0	3	0	0	1	0
asv944	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv945	39	0	0	1	1	0	2	0	1	1	6	4	1	7	0	0	0	1	9	0	0	1	0	0	0	0	0	2	0	0	1	0
asv946	3	1	1	0	4	0	5	0	2	0	3	1	15	3	5	2	3	16	0	0	4	1	0	3	0	0	0	4	0	0	1	0
asv947	2	1	0	0	0	1	1	0	6	2	0	5	6	1	2	11	2	14	8	0	3	3	0	0	0	0	0	3	0	0	6	0
asv948	0	6	0	0	0	0	0	0	2	2	5	2	2	1	4	3	3	0	4	0	3	0	0	13	18	1	0	3	0	0	5	0
asv949	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
asv951	24	0	2	0	2	0	1	0	6	0	4	3	1	3	0	6	7	0	3	0	0	5	0	0	0	0	0	6	1	0	2	0
asv952	9	0	2	0	3	0	3	0	4	3	5	7	1	5	2	0	5	2	9	0	0	4	0	0	1	0	0	7	0	0	4	0
asv953	10	0	5	0	0	1	2	0	4	3	5	6	4	3	0	1	9	4	6	0	0	3	0	0	0	0	0	8	0	0	1	0
asv954	0	5	0	0	1	5	0	0	5	2	0	1	0	1	3	2	14	1	1	0	5	2	0	19	0	5	0	0	0	0	3	0
asv955	34	0	0	0	3	0	0	0	5	1	3	3	0	5	0	3	4	0	2	0	0	3	0	0	1	1	0	5	0	0	1	0
asv956	25	4	0	1	0	1	11	0	1	1	1	1	6	0	0	4	1	3	2	0	4	0	0	0	0	2	0	6	0	0	0	0
asv957	9	2	0	0	3	1	10	0	2	4	0	2	6	2	3	8	6	6	2	0	1	1	0	0	0	1	0	4	0	0	1	0
asv958	0	4	0	0	0	0	5	0	0	0	0	0	9	0	5	40	0	8	0	0	2	0	0	0	0	1	0	0	0	0	0	0
asv959	0	1	0	0	13	0	1	0	5	5	3	0	0	2	2	6	12	0	3	0	0	0	0	0	0	2	0	2	0	0	17	0
asv960	0	0	3	0	3	0	0	0	7	9	8	9	0	0	1	0	6	0	12	0	0	4	0	0	0	0	0	5	0	0	7	0
asv961	10	0	0	0	0	0	11	0	0	0	0	0	13	0	2	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	1	0
asv962	0	1	0	0	0	0	56	0	0	0	0	0	0	1	2	0	0	0	0	0	9	0	0	1	0	3	0	0	0	0	0	0
asv963	21	0	0	0	0	0	14	0	0	0	0	0	8	0	4	8	0	11	0	0	5	0	0	0	0	1	0	0	0	0	0	0
asv964	17	0	1	0	1	0	0	0	8	4	2	6	1	5	0	2	7	2	2	0	2	6	0	0	0	0	0	3	0	0	3	0
asv965	10	0	1	0	4	0	0	0	4	1	5	5	1	2	1	2	8	1	4	0	0	6	0	0	0	1	0	6	0	0	10	0
asv966	4	3	1	0	0	1	1	0	3	1	11	4	5	2	0	4	12	4	4	0	0	2	0	0	0	2	0	2	0	0	6	0
asv967	3	1	0	0	1	2	8	0	0	1	4	3	4	1	4	18	1	11	0	0	5	0	0	0	0	0	0	4	0	0	1	0
asv968	0	4	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	52	0	1	0	0	0	0	0	0
asv969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
asv970	23	0	2	0	6	0	1	0	4	1	3	3	0	3	0	0	6	3	5	0	1	1	0	0	0	0	0	5	1	0	2	1
asv971	14	5	1	0	6	0	1	0	3	3	3	6	0	5	1	0	3	0	6	0	0	4	0	0	0	1	0	6	0	0	3	0
asv972	5	0	0	0	9	0	0	0	2	4	9	3	0	2	1	3	8	1	10	0	0	5	0	0	0	0	0	3	0	0	6	0
asv973	0	18	0	0	0	2	9	0	0	2	0	0	4	3	7	0	1	0	0	0	10	0	0	3	0	12	0	0	0	0	0	0
asv974	0	6	5	0	1	0	0	0	2	3	0	6	7	0	1	15	2	10	3	0	5	0	0	0	0	0	0	2	0	0	3	0
asv975	0	0	0	0	4	0	53	0	1	0	0	0	0	0	1	0	0	3	0	0	2	0	0	2	0	4	0	0	0	0	1	0
asv976	16	5	0	0	4	0	0	0	3	4	6	3	4	11	0	0	3	0	2	0	1	1	0	0	0	0	0	5	0	0	2	0
asv977	13	0	2	0	4	0	0	0	6	0	8	6	2	2	3	0	3	0	9	0	0	3	0	0	0	1	0	2	0	0	6	0
asv978	11	2	1	0	2	0	2	1	2	4	8	5	2	0	0	1	9	3	2	0	0	6	0	0	0	2	0	3	0	0	4	0
asv979	36	2	0	0	1	0	3	0	2	2	0	1	0	8	0	0	7	1	1	0	0	3	0	0	0	0	0	2	0	0	0	0
asv980	15	0	0	0	1	0	0	0	6	4	8	4	4	1	0	2	5	4	3	0	0	2	0	0	0	0	0	6	0	0	4	0
asv981	9	2	0	0	5	0	2	0	2	3	9	6	2	4	1	1	1	2	5	0	0	5	0	0	0	0	0	4	0	0	6	0
asv982	1	11	0	0	1	2	4	0	1	0	0	0	6	0	3	15	0	12	0	0	7	0	0	1	0	5	0	0	0	0	0	0
asv983	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
asv984	0	10	1	0	1	0	5	0	0	1	0	1	5	0	3	28	0	2	0	0	5	3	0	0	0	2	0	0	0	0	1	0
asv985	0	1	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	59	0	2	0	0	0	0	0	0
asv986	61	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
asv987	16	0	2	1	1	0	0	0	3	4	1	5	3	1	0	5	6	5	8	0	0	1	0	0	0	1	0	4	0	0	0	0
asv988	15	0	3	0	2	0	0	0	5	3	5	6	1	4	2	0	7	0	2	1	1	4	0	0	0	0	0	4	0	0	2	0
asv989	7	0	3	1	2	0	2	0	5	6	2	1	4	8	0	2	7	2	8	0	0	4	0	0	0	0	0	1	0	0	2	0
asv990	6	0	2	0	1	0	1	0	4	3	3	5	2	3	1	0	3	7	7	0	1	8	0	0	0	0	0	4	0	0	6	0
